"","sub_region_1","sub_region_2","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-06","2020-06-07","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-13","2020-06-14","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-20","2020-06-21","2020-06-22","2020-06-23"
"1653","New York","Chemung County",-4,2,-11,-9,-3,-4,-7,-3,6,2,-3,2,-4,-1,0,15,4,7,7,8,0,6,15,8,5,6,20,20,29,24,31,11,9,9,5,-2,-6,-28,-11,-13,-8,-16,-21,-14,-19,-13,-5,-8,-11,-7,-3,-8,22,19,15,12,37,-36,-22,-13,-7,-8,-14,NA,-6,-13,-11,-8,-14,-12,NA,-11,-9,-2,-1,-11,0,NA,NA,-7,5,-5,3,-1,3,9,-11,4,6,2,-4,2,3,1,11,10,10,3,3,11,0,11,15,9,2,2,6,9,11,14,11,6,4,9,7,16,11,13,6,4,7,9,17,15,13,7,9,14,5,16
"1654","New York","Chenango County",13,8,6,-3,-1,1,1,21,19,13,7,11,7,5,25,21,17,23,20,15,4,37,28,22,14,21,24,24,44,31,40,25,21,10,9,12,-1,-21,-8,-16,-8,-11,-9,-12,-17,-11,-7,-12,-8,1,-10,NA,NA,NA,NA,9,NA,NA,-14,-9,-1,-6,-15,-4,NA,-7,-11,-10,-8,-16,10,NA,-8,-4,-2,-7,0,NA,NA,4,10,3,12,4,19,NA,-2,4,11,6,0,NA,NA,8,11,20,21,17,NA,NA,6,13,16,10,3,29,NA,NA,7,16,17,14,NA,NA,NA,16,15,17,18,NA,NA,NA,19,26,23,13,NA,NA,21,20
"1655","New York","Clinton County",-2,10,-1,-9,-6,1,-8,1,8,4,6,4,0,0,4,19,12,19,10,12,-3,6,18,18,12,14,33,16,24,43,49,23,18,16,3,0,-4,-22,-13,-11,-12,-15,-16,-18,-15,-7,-4,-6,-12,-10,-7,-3,23,20,20,14,39,-51,-17,-13,-4,-4,-14,-9,-6,-11,-9,-10,-4,-11,-8,-1,-4,2,-3,0,3,5,13,6,13,7,13,5,13,17,1,7,3,7,-5,1,14,7,17,16,22,12,14,27,9,13,14,14,-3,3,6,10,14,9,9,1,1,7,8,1,3,1,-4,-4,4,7,9,5,11,-2,5,13,0,8
"1656","New York","Columbia County",-4,1,0,-12,-5,-1,-7,-6,-5,2,-4,-4,-3,-6,-6,4,3,-3,-1,3,-7,-2,2,2,-3,-1,12,8,5,10,23,2,-3,-6,0,-9,-30,-35,-24,-27,-23,-27,-29,-40,-18,-13,-11,-3,-11,-8,-10,-2,3,6,3,13,20,-56,-14,4,5,9,-3,-8,-2,-3,2,-3,6,-4,-2,-6,0,7,2,6,8,15,19,14,15,8,12,10,25,9,-6,7,3,4,6,11,12,8,11,11,22,16,21,NA,6,7,10,13,11,22,NA,20,12,16,20,19,27,NA,21,14,19,20,22,27,NA,24,15,23,26,26,34,NA,22,19
"1657","New York","Cortland County",15,21,12,1,3,1,4,13,24,15,14,15,3,5,12,31,18,17,12,11,8,19,33,15,10,18,26,24,34,32,37,17,16,7,15,8,-2,-27,-14,-13,-8,-18,-18,-9,-12,-4,-4,-6,-8,-9,-1,NA,NA,NA,NA,6,NA,-42,-16,-5,-3,-6,-14,-8,-2,-9,-11,-8,-7,-12,5,-4,-5,2,0,-5,-6,12,22,0,10,3,5,-2,11,17,-6,8,5,0,-11,16,19,1,19,16,13,6,19,27,3,12,9,9,-1,16,17,11,18,18,11,8,22,25,20,17,23,18,12,23,25,17,25,30,16,13,24,35,17,25
"1658","New York","Delaware County",8,5,11,-5,-1,11,-1,7,4,9,3,-5,-2,-1,5,6,10,7,4,6,1,8,16,19,2,7,20,20,30,27,40,15,10,11,11,10,-5,-21,-15,-12,-6,-11,-15,-23,-13,-18,-7,-7,-11,-10,-13,-4,-5,-11,-11,-19,0,-37,-17,-17,-8,-6,-10,-14,-11,-5,-14,-14,-7,-15,0,-16,-6,-3,-10,-7,-7,12,13,-3,4,-2,4,-8,4,12,-3,2,2,1,-7,26,9,3,4,4,17,19,32,NA,21,14,15,9,-3,22,16,16,10,7,15,12,33,NA,20,14,6,16,13,35,NA,23,19,15,14,14,29,NA,19,15
"1659","New York","Dutchess County",0,-6,5,-3,-2,-4,-7,2,-3,0,-1,1,-2,1,4,5,6,7,8,8,2,11,5,13,7,11,29,33,26,6,31,13,11,5,10,4,-17,-30,-13,-18,-9,-14,-16,-28,-16,-16,-12,-11,-15,-15,-28,-8,29,29,30,37,51,-56,-28,-8,-7,-9,-13,-19,-22,-12,-14,-10,-12,-17,-11,-26,-14,-5,-12,-12,-8,-6,-11,-7,3,-7,0,-4,9,-6,-12,-3,-3,-3,-8,-3,-12,-5,-1,0,3,0,-5,-3,-8,-3,-2,-1,-6,-1,-7,1,-2,-1,4,0,3,-2,3,3,2,2,1,3,-2,5,5,7,5,6,12,1,0,4
"1660","New York","Erie County",-2,0,-2,-4,-3,-2,-5,0,6,2,3,17,-19,-5,0,10,4,10,8,9,0,9,12,9,3,13,31,28,21,20,30,14,7,5,3,-7,-18,-24,-17,-15,-16,-17,-24,-23,-25,-18,-9,-11,-14,-16,-20,-14,-1,1,0,-1,12,-43,-32,-17,-14,-16,-20,-18,-27,-16,-20,-15,-17,-17,-12,-23,-13,-11,-9,-14,-9,-10,-7,-10,-1,-6,-5,-8,4,-4,-19,-9,-6,-9,-13,-5,-12,-11,-3,1,3,-2,1,3,-7,-2,4,-2,-11,-2,-7,-1,0,1,4,-1,1,3,1,5,5,6,0,3,2,1,6,7,7,5,12,9,-4,1
"1661","New York","Essex County",6,22,21,0,10,13,13,5,16,7,-2,6,-5,-4,-3,11,15,5,2,11,1,-7,16,9,-6,7,20,20,14,23,46,5,2,-2,-5,-25,-17,-22,-24,-19,-34,-26,-36,-35,-22,-32,-13,-24,-20,-29,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,-11,-9,NA,4,-4,5,0,17,19,NA,8,1,13,4,2,-1,NA,14,0,1,9,8,8,NA,23,7,7,15,13,15,NA,27,9,30,16,24,26,NA,27,15
"1662","New York","Franklin County",7,16,11,2,5,4,4,3,19,20,10,10,-11,4,10,27,21,21,5,11,4,7,23,23,4,7,24,26,21,60,57,23,11,11,8,4,0,-16,-20,-11,-16,-16,-18,-18,-12,-21,-9,-13,-9,-12,-13,NA,NA,NA,-15,-11,NA,NA,NA,-5,NA,3,1,-1,NA,NA,NA,-3,4,2,9,NA,NA,NA,0,9,18,14,NA,NA,NA,NA,13,12,NA,NA,NA,NA,7,9,9,17,38,29,17,25,28,35,45,53,22,23,25,24,22,28,26,36,15,25,24,23,28,40,37,20,16,18,19,18,27,30,30,18,15,15,20,35,24,11
"1663","New York","Fulton County",-3,-6,-5,-22,-1,1,-5,-6,-2,2,-4,6,-9,-5,-3,2,4,5,5,13,0,0,12,12,1,10,15,23,22,23,37,13,22,10,13,6,-1,-32,-14,-5,-9,-13,-12,-25,-12,-9,4,-3,2,-8,-12,NA,NA,NA,NA,NA,NA,-44,-20,-8,-1,-4,-10,-10,-11,0,-14,-4,-5,-12,-1,-17,-10,-1,-1,-4,-3,7,7,1,10,3,9,5,12,13,-7,4,4,-1,-8,3,-4,5,4,7,14,13,10,14,8,5,9,2,-14,-8,-18,-6,-6,4,0,-6,3,-9,-3,-2,-4,1,-7,-4,-16,-5,-7,-2,0,-2,4,-2,-1,-3
"1664","New York","Genesee County",-4,-5,-6,-6,-7,-6,-6,-4,-1,-4,-4,13,-24,-7,-3,4,3,6,-1,2,-10,1,3,6,-3,0,21,18,27,23,40,11,8,13,8,0,-18,-21,-18,-18,-14,-21,-26,-22,-24,-18,-10,-16,-14,-19,-16,-19,-10,-12,-13,-16,1,-49,-24,-7,-7,-8,-16,-8,-22,-8,-11,-14,-11,-12,-1,-17,-6,-8,-3,-4,-4,-1,0,1,9,3,4,-4,8,3,-8,3,3,2,-4,8,-8,-4,5,12,16,11,15,15,3,5,13,12,0,5,5,12,7,14,13,8,15,5,13,15,11,13,3,7,9,9,9,15,15,12,21,19,3,9
"1665","New York","Greene County",12,10,14,-2,7,1,-1,6,6,2,2,-2,4,-3,1,7,5,11,5,4,1,7,9,11,8,10,21,29,29,28,33,25,11,9,6,2,-2,-26,-12,-14,-8,-17,-17,-30,-13,-9,-5,-10,-15,-10,-8,-8,-5,-6,-11,-10,5,-54,-22,-1,-4,-5,-11,-19,-3,-5,-1,-15,-8,-14,3,-17,-8,2,-2,-10,-13,8,6,2,12,2,5,-2,13,7,-9,-1,5,2,-2,19,7,6,8,11,19,12,27,39,21,12,16,8,0,12,11,15,8,10,7,7,23,23,20,13,13,7,11,25,20,10,11,10,17,14,25,23,15,14
"1666","New York","Herkimer County",-6,2,0,-13,-3,3,-6,-1,11,10,5,2,0,-4,-10,-1,10,15,-1,14,-2,-2,10,12,6,1,35,36,21,14,32,12,10,12,12,0,-6,-25,-16,-11,0,-11,-18,-19,-13,-6,2,-1,-7,-8,-8,NA,1,-6,1,-7,9,-56,-12,-2,-3,-3,-14,-17,-16,0,-1,-10,1,-7,-1,-13,-4,12,1,5,-4,2,4,4,10,0,14,6,17,15,-4,2,0,8,-4,13,7,3,7,9,21,19,20,26,3,12,11,10,-1,6,8,13,11,12,13,9,15,13,14,16,6,10,4,12,8,6,16,10,11,16,17,23,9,14
"1667","New York","Jefferson County",0,0,0,-13,2,-2,-12,-4,6,0,-3,19,-36,-31,6,16,5,5,7,6,-8,10,12,10,-1,12,27,21,34,29,38,16,18,8,1,-2,-8,-24,-21,-12,-10,-20,-16,-24,-16,-14,-5,-10,-16,-11,-13,-8,3,4,9,-3,21,-52,-25,-11,-4,-5,-18,-12,-20,-10,-11,-2,0,-13,2,-10,-7,-2,1,1,5,11,14,7,9,7,9,5,21,11,-4,0,9,13,-2,16,14,5,11,19,28,22,36,35,6,9,24,18,7,17,16,19,10,24,18,11,13,19,15,8,19,21,14,15,15,18,12,24,25,16,28,24,15,16
"1668","New York","Kings County",-5,-4,-1,-3,-2,-3,-7,1,1,-1,-4,1,1,1,3,3,7,6,10,10,-1,10,8,9,9,12,31,32,25,15,24,19,16,3,13,7,-18,-42,-14,-25,-16,-19,-30,-33,-26,-24,-19,-20,-23,-22,-30,-22,-17,-21,-28,-27,-19,-37,-43,-17,-22,-21,-19,-26,-26,-23,-28,-18,-19,-27,-14,-38,-24,-13,-22,-23,-16,-11,-22,-18,-10,-20,-6,-16,-12,-18,-23,-11,-10,-10,-11,-12,-20,-16,-10,-9,-6,-10,-20,-14,-19,-8,-6,-8,-14,-8,-16,-12,-10,-12,-4,-12,-8,-10,-6,-3,-4,-9,-2,-2,-10,-9,-1,-4,-1,-2,-1,-10,-10,0
"1669","New York","Lewis County",4,19,22,-11,15,10,4,8,28,13,4,17,-19,-10,20,NA,24,9,-2,5,0,7,21,19,0,7,7,-3,22,32,46,20,13,17,10,-13,-4,-17,-4,-7,-2,-17,-20,-17,-13,-9,9,0,-6,-3,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","New York","Livingston County",5,7,2,-5,-3,-1,-6,9,13,8,-6,-2,-6,-5,6,19,9,2,-2,6,-6,6,22,16,3,3,33,24,42,45,49,21,14,16,20,14,-2,-18,-15,-14,-4,-8,-19,-7,-16,-17,-11,-6,-14,-6,-8,-2,5,3,15,9,36,-39,-20,-16,-10,-11,-18,-11,-16,-8,-14,-11,-4,-4,8,-10,3,0,1,5,9,16,20,13,12,2,10,4,16,13,2,2,8,10,0,19,6,10,4,14,25,16,28,29,21,7,18,17,5,18,13,23,11,17,23,10,19,26,14,14,11,23,9,14,20,18,12,13,19,13,28,28,13,9
"1671","New York","Madison County",5,1,-1,-8,7,-3,6,8,7,5,4,10,-5,7,4,12,7,8,8,2,3,10,18,12,7,16,28,38,39,27,38,19,17,5,15,0,-3,-32,-20,-10,-13,-12,-21,-18,-21,-19,-5,-13,-13,-6,-15,-12,-5,-12,-12,-13,4,-41,-22,-10,-6,-13,-16,-16,-11,-8,-17,-15,-12,-6,5,-17,-12,3,0,-9,-3,10,19,-15,-1,-3,-6,0,3,0,-14,-2,1,-3,-9,10,3,-8,1,10,12,11,22,24,1,1,10,2,-1,8,6,2,-1,7,8,11,18,17,4,11,13,11,9,14,9,7,16,18,10,14,22,22,11,7
"1672","New York","Monroe County",-4,-3,-2,-6,-3,-2,-5,0,4,2,-1,5,-4,-1,-1,9,6,7,7,10,-2,6,8,11,4,14,38,26,23,8,31,13,9,5,4,-7,-22,-25,-19,-17,-16,-19,-25,-27,-23,-20,-9,-11,-15,-18,-23,-13,1,5,7,-1,12,-41,-28,-17,-14,-15,-18,-19,-28,-17,-18,-16,-14,-18,-15,-27,-15,-13,-9,-14,-8,-10,-10,-9,-2,-6,-5,-7,3,-5,-20,-12,-5,-8,-13,-8,-14,-12,-6,-2,3,-4,-2,-3,-7,-5,1,-2,-13,-8,-13,-3,-3,1,4,-3,-1,-5,1,3,2,3,-4,-4,-6,0,2,4,6,1,7,1,-5,-1
"1673","New York","Montgomery County",0,-3,11,-14,1,-2,-2,0,5,10,-1,3,3,1,5,20,12,10,5,8,-3,5,8,9,-6,11,23,39,33,33,36,16,20,15,19,18,-1,-25,-11,-17,0,-6,-14,-20,-16,-10,7,2,1,-2,-11,NA,NA,NA,NA,NA,NA,-48,-18,-5,NA,NA,-7,-14,NA,-9,-17,NA,NA,-11,-7,NA,-9,-6,NA,NA,2,11,NA,NA,7,NA,NA,14,24,NA,NA,NA,NA,16,4,13,6,11,13,18,24,19,20,20,14,12,19,23,5,14,14,19,19,21,29,17,19,18,22,14,20,28,14,14,18,22,21,19,24,19,24,21,10,13
"1674","New York","Nassau County",-3,-7,1,-5,-3,-2,-4,0,-1,-1,-4,2,1,1,5,4,5,3,7,7,4,8,5,9,8,11,30,35,24,12,27,14,11,4,16,3,-20,-35,-14,-22,-17,-16,-27,-34,-23,-23,-19,-19,-20,-20,-32,-20,-9,-11,-15,-9,-3,-48,-41,-16,-20,-20,-18,-25,-29,-23,-27,-18,-20,-24,-17,-37,-23,-15,-23,-22,-16,-14,-24,-18,-12,-19,-11,-10,-3,-15,-24,-14,-13,-12,-10,-12,-19,-15,-11,-8,-5,-5,-18,-13,-15,-12,-8,-8,-9,-7,-14,-9,-9,-8,-3,-7,-6,-10,-6,-2,-2,-8,3,0,-8,-5,1,0,2,5,8,-5,-6,1
"1675","New York","New York County",-5,-2,-12,-2,-1,-1,-5,4,2,1,-3,0,2,1,2,2,6,6,9,10,-3,9,3,6,7,7,20,12,7,-2,-4,-9,-15,-25,-21,-23,-38,-57,-39,-48,-42,-45,-50,-51,-50,-49,-46,-47,-50,-43,-47,-48,-47,-49,-51,-50,-42,-51,-63,-45,-47,-46,-48,-46,-44,-49,-53,-46,-47,-52,-36,-54,-49,-41,-47,-49,-43,-31,-38,-43,-39,-47,-36,-45,-33,-36,-49,-38,-39,-39,-39,-32,-37,-42,-38,-38,-35,-38,-43,-34,-48,-37,-36,-36,-38,-27,-33,-38,-38,-40,-35,-41,-32,-32,-35,-33,-33,-36,-31,-26,-31,-34,-30,-32,-30,-31,-27,-32,-35,-28
"1676","New York","Niagara County",-1,6,3,-7,0,2,-5,4,9,3,-1,11,-18,2,4,17,6,8,8,12,-1,10,16,13,0,14,35,33,29,35,46,17,13,15,11,1,-10,-15,-15,-9,-9,-11,-17,-15,-15,-12,-1,-1,-6,-7,-9,-1,15,19,19,18,35,-37,-20,-8,-3,-1,-9,-7,-15,-4,-8,0,-2,-3,4,-7,5,3,7,5,7,8,17,10,16,11,16,9,23,17,-1,6,11,10,2,14,3,4,9,13,19,13,17,21,13,9,16,10,1,10,4,14,14,13,21,7,17,16,17,16,14,19,10,19,12,14,15,18,21,16,32,27,13,12
"1677","New York","Oneida County",0,2,4,-14,3,-5,-2,3,5,4,1,7,-12,-3,0,9,4,10,3,5,0,11,10,13,1,7,23,34,32,17,35,9,12,5,5,3,-11,-33,-21,-20,-15,-15,-21,-25,-20,-16,-9,-12,-12,-12,-14,-4,18,14,16,13,34,-47,-24,-15,-8,-10,-16,-14,-15,-10,-12,-12,-6,-12,1,-13,-10,-1,-5,-6,0,5,8,1,8,4,3,5,13,8,-7,1,1,0,-9,9,1,2,9,10,13,12,14,13,1,8,10,7,0,9,6,11,10,14,11,9,13,7,10,11,11,11,8,8,4,7,13,16,14,12,19,17,9,12
"1678","New York","Onondaga County",-3,-1,-2,-10,0,-5,-4,-1,1,1,-2,5,-3,-1,-4,7,6,5,5,9,2,6,9,9,1,8,26,27,20,12,36,11,9,4,4,-11,-23,-34,-22,-18,-14,-19,-28,-29,-24,-20,-12,-14,-17,-21,-27,-16,-9,-8,-3,-10,0,-46,-26,-18,-13,-14,-18,-21,-30,-16,-20,-19,-13,-16,-13,-26,-16,-12,-10,-10,-7,-9,-9,-11,-3,-6,-3,-5,-2,-8,-17,-10,-5,-6,-12,-5,-12,-9,-3,0,6,2,1,-2,-9,-2,4,5,-4,-4,-9,2,2,6,7,1,1,-5,2,4,3,7,2,0,-6,2,4,6,7,5,6,1,-3,3
"1679","New York","Ontario County",-4,0,-3,0,-3,-5,-5,-4,4,2,2,-1,-10,-3,-2,11,4,5,1,3,-4,1,11,8,6,4,25,24,23,28,40,20,9,5,7,-7,-20,-30,-15,-21,-17,-19,-27,-21,-24,-18,-14,-14,-18,-20,-18,-15,-8,-10,-10,-14,1,-46,-24,-14,-15,-15,-18,-18,-21,-13,-17,-17,-15,-16,-9,-22,-15,-8,-13,-13,-4,-2,7,-8,4,-3,-3,-6,4,7,-15,-4,-6,-5,-11,4,1,-5,5,5,10,8,13,21,3,7,8,3,0,5,9,8,7,9,9,7,15,15,10,13,8,14,8,15,15,15,22,13,14,13,24,22,7,11
"1680","New York","Orange County",-2,-5,0,-5,-1,-2,-6,-1,-2,-4,-5,-5,-4,0,0,3,2,3,4,6,0,6,3,5,6,8,29,35,17,5,25,11,7,4,5,-4,-23,-38,-18,-23,-18,-22,-31,-38,-25,-23,-20,-18,-20,-24,-31,-17,5,0,-4,0,6,-55,-25,-11,-15,-13,-13,-23,-20,-14,-16,-14,-12,-18,-15,-27,-17,-9,-14,-16,-11,-11,-11,-11,-3,-12,-3,-7,3,-6,-18,-8,-7,-4,-5,-4,-8,-5,-1,-2,2,2,-5,1,-9,-2,-1,0,-8,-1,-6,-3,0,-3,2,1,1,-2,2,4,1,3,6,4,-1,3,6,2,7,9,10,1,-1,5
"1681","New York","Orleans County",-1,8,-2,-9,-1,-3,-9,-1,5,9,-2,7,-13,-1,7,20,16,9,11,16,3,7,25,19,7,10,41,38,51,53,44,17,18,24,29,11,-3,-13,-12,-9,-2,2,-18,-7,-10,-12,-5,4,1,-8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,22,NA,NA,10,10,29,23,28,NA,NA,14,17,18,5,14,NA,NA,11,14,25,16,32,NA,NA,19,9,17,16,27,NA,NA,17,15,25,23,36,NA,NA,11
"1682","New York","Oswego County",-1,1,-3,-12,4,-1,-4,-1,10,1,-1,11,-12,-3,-4,13,7,10,8,12,4,13,15,15,1,8,30,30,41,42,53,30,27,23,22,13,6,-23,-10,-11,-3,-8,-13,-14,-14,-8,4,1,-3,2,-6,-2,0,-2,0,-8,20,-49,-22,-6,-4,1,-7,-5,-13,-6,-8,-9,-3,-9,8,-13,-5,0,-1,4,6,11,17,-4,10,6,9,4,17,15,-7,3,4,8,-1,21,18,3,12,20,25,27,40,42,19,14,16,16,4,20,17,18,10,13,21,18,30,31,18,17,15,20,16,26,23,15,22,18,28,20,44,41,13,17
"1683","New York","Otsego County",10,7,1,-8,1,-1,-4,9,10,3,4,7,-8,2,9,16,8,7,5,8,1,12,15,12,4,10,19,28,26,24,33,10,13,3,7,8,-4,-29,-15,-17,-17,-18,-18,-29,-24,-17,-11,-14,-14,-13,-10,-12,-9,-11,-12,-21,7,-45,-22,-15,-6,-15,-15,-16,-20,-11,-15,-17,-15,-21,-1,-19,-16,-5,-9,-7,-8,8,7,-4,-1,0,-2,-6,7,12,-12,-6,-1,-7,-6,16,6,0,2,11,6,11,22,33,-3,9,13,8,-3,19,18,2,0,13,7,3,20,19,13,8,8,7,7,18,21,10,17,13,9,11,27,25,13,9
"1684","New York","Putnam County",-9,-6,6,-10,-7,1,-7,-4,-2,-4,-4,-6,4,-3,-5,12,2,2,0,4,1,2,4,2,8,2,21,20,27,24,37,18,15,7,9,5,-9,-36,-12,-23,-17,-18,-25,-31,-25,-24,-18,-23,-22,-25,-20,NA,NA,NA,NA,NA,NA,NA,-27,3,-1,-4,-9,-9,NA,-10,-15,-9,-4,-11,1,NA,-10,-4,-9,-13,-5,5,NA,-6,6,-9,6,6,11,8,-6,5,5,3,5,9,4,0,8,6,11,12,1,13,3,1,5,7,2,8,8,5,5,4,7,4,10,8,8,13,11,6,11,17,13,17,19,17,17,18,23,19,7,17
"1685","New York","Queens County",-5,-5,0,-4,-2,-4,-8,-1,-1,-1,-5,0,-1,0,1,1,5,4,8,8,-2,9,6,8,10,12,31,36,26,17,29,24,19,5,17,9,-20,-42,-15,-26,-19,-21,-33,-37,-28,-28,-25,-26,-29,-28,-38,-28,-21,-23,-27,-25,-22,-44,-48,-22,-25,-25,-25,-32,-33,-27,-33,-22,-24,-31,-20,-43,-28,-17,-26,-28,-19,-13,-25,-20,-13,-23,-8,-17,-12,-19,-25,-12,-12,-10,-10,-10,-20,-14,-9,-8,-5,-7,-19,-14,-15,-8,-7,-8,-7,-6,-14,-10,-11,-11,-5,-11,-7,-10,-5,-2,-3,-9,1,0,-10,-6,-1,-2,1,1,4,-7,-7,2
"1686","New York","Rensselaer County",-4,-8,2,-7,-3,-8,-7,-2,1,1,1,3,-4,2,-3,5,6,9,6,5,1,-2,8,8,2,6,16,23,7,14,25,13,8,3,12,-6,-6,-23,-16,-10,-8,-9,-23,-23,-19,-17,-11,-15,-16,-22,-17,-7,20,16,10,22,32,-56,-28,-15,-15,-20,-20,-29,-22,-23,-24,-24,-22,-26,-23,-23,-21,-17,-18,-22,-21,-21,-13,-18,-11,-16,-12,-14,-16,-18,-24,-19,-17,-21,-23,-25,-26,-20,-17,-16,-17,-15,-23,-22,-23,-16,-17,-18,-20,-23,-22,-11,-14,-11,-8,-5,-13,-13,-5,-3,-8,-7,-7,-16,-15,-6,-6,-5,-5,0,-7,-6,-7,-5
"1687","New York","Richmond County",-3,-7,-2,-7,-5,-5,-7,1,0,-2,-3,0,-2,0,4,4,5,1,5,6,-4,8,4,6,6,9,24,24,15,8,20,9,7,1,7,1,-20,-37,-18,-25,-18,-18,-27,-31,-25,-26,-19,-19,-21,-20,-28,-19,-4,-3,-7,-3,6,-36,-38,-17,-19,-17,-20,-23,-25,-22,-26,-19,-19,-26,-13,-33,-23,-14,-22,-21,-15,-10,-20,-16,-12,-20,-10,-14,-5,-14,-23,-15,-12,-10,-9,-12,-19,-16,-12,-8,-7,-9,-15,-13,-16,-13,-11,-8,-9,-6,-14,-8,-12,-13,-4,-11,-5,-11,-9,-6,-5,-8,-2,-1,-10,-9,-4,-5,-3,2,6,-4,-9,-1
"1688","New York","Rockland County",-12,-15,-5,-9,-7,-4,-3,-4,-5,1,-4,-1,-2,-1,-5,-1,3,2,5,10,3,8,2,7,4,7,30,33,15,6,26,11,10,4,10,0,-23,-31,-14,-20,-17,-16,-26,-35,-20,-18,-14,-14,-13,-19,-24,-8,2,-4,-16,-17,-8,-51,-37,-17,-28,-25,-19,-29,-27,-23,-28,-20,-21,-24,-20,-38,-25,-18,-23,-24,-15,-17,-23,-17,-11,-16,-10,-14,-5,-11,-21,-15,-15,-14,-12,-13,-19,-13,-12,-11,-7,-7,-19,-10,-13,-7,-9,-8,-23,-11,-14,-10,-9,-11,-7,-4,-6,-10,-7,-2,-4,-8,-1,-6,-9,-7,-3,-3,-2,2,1,-2,-6,-1
"1689","New York","Saratoga County",-1,-2,4,-14,3,2,-8,0,3,1,-2,0,-2,1,6,8,6,9,6,7,1,10,9,13,6,13,27,32,30,16,35,15,13,7,4,-2,-15,-30,-18,-11,-13,-17,-20,-29,-22,-19,-13,-14,-16,-14,-21,-12,7,7,4,9,25,-61,-29,-14,-15,-14,-22,-22,-24,-22,-20,-18,-16,-20,-17,-28,-20,-10,-13,-10,-14,-8,-11,-11,1,-7,-4,-5,4,-7,-16,-5,-7,-7,-13,-8,-14,-9,-3,-1,4,2,0,-4,-8,-3,2,3,-9,-3,-9,-4,1,5,6,0,0,-3,-1,5,3,7,2,2,-4,3,8,8,12,8,10,3,0,6
"1690","New York","Schenectady County",-7,-10,1,-10,-3,-3,-9,-6,-1,3,0,-4,-4,6,1,9,14,13,11,15,9,11,13,21,12,16,39,41,28,12,34,20,13,15,14,4,-11,-24,-9,-10,-4,-10,-14,-24,-11,-6,-1,1,-9,-7,-17,0,18,12,10,15,27,-52,-21,-5,-5,-6,-13,-18,-21,-8,-11,-10,-6,-12,-9,-22,-7,0,-5,-5,-6,-3,-4,-1,10,-2,2,-2,7,-1,-11,-1,-2,1,-9,-3,-5,0,4,4,8,5,4,1,3,0,3,5,-5,-1,-4,9,9,9,10,0,1,-3,9,8,3,10,4,-2,-2,8,11,5,13,9,7,5,5,11
