date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death
20200625,VI,80,2654,,,,64,6
20200625,VT,1191,59518,15,,,938,56
20200625,WA,29869,465629,304,,56,,1293
20200625,WI,29105,498561,249,93,,20557,766
20200625,WV,2661,156043,24,5,2,1858,92
20200625,WY,1326,28869,7,,,996,20
20200624,AK,792,95304,16,,2,507,12
20200624,AL,32064,326695,667,,,18866,891
20200624,AR,17375,254491,267,,58,11568,240
20200624,AS,0,174,,,,,0
20200624,AZ,59974,389214,2270,581,407,7936,1463
20200624,CA,190222,3402677,5399,1487,,,5632
20200624,CO,30893,259941,238,,,4370,1455
20200624,CT,45913,356437,124,,,7842,4287
20200624,DC,10128,74045,167,58,36,1182,541
20200624,DE,10889,87312,85,,,6598,505
20200624,FL,109014,1559328,,,,,3377
20200624,GA,69381,673853,1124,,,,2698
20200624,GU,231,10807,0,0,0,174,5
20200624,HI,819,69720,,,,673,17
20200624,IA,26705,243254,140,43,25,16858,692
20200624,ID,4402,73433,31,11,,3484,89
20200624,IL,139540,1290301,1614,389,219,,6974
20200624,IN,43140,388743,701,263,89,32152,2578
20200624,KS,12970,148735,,,,747,261
20200624,KY,14363,321339,335,79,,3706,538
20200624,LA,52477,596028,631,,77,39792,3152
20200624,MA,107611,687461,939,181,98,91404,7938
20200624,MD,65337,425120,544,213,,4810,3108
20200624,ME,3017,82173,26,12,6,2490,103
20200624,MI,68555,876250,557,209,124,49290,6114
20200624,MN,33763,495880,340,160,,29707,1432
20200624,MO,18868,308156,546,,66,,975
20200624,MP,30,8187,,,,19,2
20200624,MS,23424,238237,767,157,91,17242,1011
20200624,MT,766,74300,17,,,571,21
20200624,NC,56174,735111,906,,,36921,1266
20200624,ND,3362,95327,27,,,3044,74
20200624,NE,18092,143209,125,,,12099,256
20200624,NH,5571,104482,51,,,4316,343
20200624,NJ,169892,1129753,1196,275,214,29627,12995
20200624,NM,10838,291245,141,,,4874,476
20200624,NV,14362,238025,439,96,53,666,494
20200624,NY,389666,3162286,1071,290,228,69710,24782
20200624,OH,46759,633928,592,202,119,,2755
20200624,OK,11510,286768,268,90,,8144,372
20200624,OR,7444,206564,185,59,29,2604,195
20200624,PA,83191,608217,707,,136,64502,6518
20200624,PR,6820,,80,9,2,,149
20200624,RI,16606,208387,104,20,16,1573,912
20200624,SC,27897,290311,832,,,12317,683
20200624,SD,6419,68658,81,,,5554,84
20200624,TN,37235,681069,696,,,24693,556
20200624,TX,125921,1504337,4389,,,72898,2249
20200624,UT,18784,285954,245,77,,10334,163
20200624,VA,59514,517057,886,235,107,7765,1661
20200624,VI,78,2593,,,,64,6
20200624,VT,1184,58676,13,,,930,56
20200624,WA,29386,457673,234,,44,,1284
20200624,WI,28641,487803,239,89,,20121,757
20200624,WV,2629,154419,24,5,2,1855,92
20200624,WY,1279,28869,7,,,966,20
20200623,AK,778,92169,14,,1,502,12
20200623,AL,31097,322941,680,,,15974,864
20200623,AR,16678,247814,248,,57,11220,237
20200623,AS,0,174,,,,,0
20200623,AZ,58179,382339,2136,614,386,7746,1384
20200623,CA,183073,3313856,5065,1421,,,5580
20200623,CO,30705,257171,249,,,4342,1438
20200623,CT,45899,358045,138,,,7842,4277
20200623,DC,10094,73208,171,61,40,1182,537
20200623,DE,10847,86689,91,,,6554,504
20200623,FL,103503,1537249,,,,,3333
20200623,GA,67678,663583,1056,,,,2688
20200623,GU,225,10426,0,0,0,174,5
20200623,HI,816,68524,,,,669,17
20200623,IA,26373,238330,163,47,26,16579,688
20200623,ID,4254,71910,34,11,,3405,89
20200623,IL,138825,1261685,1648,424,236,,6911
20200623,IN,42871,383505,736,297,110,32152,2569
20200623,KS,12465,142548,,,,722,259
20200623,KY,14141,317153,376,70,,3591,537
20200623,LA,51595,584344,646,,83,39792,3134
20200623,MA,107439,680203,953,181,112,91404,7890
20200623,MD,65007,418528,561,212,,4797,3092
20200623,ME,2994,78713,24,12,6,2443,102
20200623,MI,68197,860471,557,209,99,49290,6109
20200623,MN,33469,486576,339,158,,29399,1425
20200623,MO,18143,299231,595,,66,,961
20200623,MP,30,8187,,,,19,2
20200623,MS,22898,230962,664,151,88,17242,989
20200623,MT,743,73180,15,,,566,21
20200623,NC,54453,719375,915,,,36921,1251
20200623,ND,3320,94233,28,,,3008,73
20200623,NE,17957,140685,135,,,11980,249
20200623,NH,5558,103318,54,,,4290,339
20200623,NJ,169734,1113717,1092,307,216,29517,12949
20200623,NM,10694,287382,139,,,4742,469
20200623,NV,13997,234529,389,100,50,658,492
20200623,NY,389085,3111723,1104,302,228,69710,24766
20200623,OH,46127,624310,570,205,126,,2735
20200623,OK,11028,284029,265,111,,7888,371
20200623,OR,7274,203438,184,58,28,2604,192
20200623,PA,82696,596407,738,,151,64502,6464
20200623,PR,6685,,77,9,2,,149
20200623,RI,16533,205630,105,19,17,1562,906
20200623,SC,26613,282638,824,,,12317,673
20200623,SD,6353,67633,85,,,5497,83
20200623,TN,36303,669116,721,,,24068,542
20200623,TX,120370,1476920,4092,,,70714,2220
20200623,UT,18300,283976,214,77,,10057,163
20200623,VA,58994,509383,847,245,126,7725,1645
20200623,VI,76,2544,,,,64,6
20200623,VT,1164,58164,19,,,927,56
20200623,WA,28870,448334,204,,37,,1276
20200623,WI,28175,478165,240,93,,19852,750
20200623,WV,2582,151746,21,5,2,1790,92
20200623,WY,1254,27485,8,,,953,20
20200622,AK,761,90063,13,,1,491,12
20200622,AL,30454,318656,658,,,15974,841
20200622,AR,16083,240256,237,,61,10793,227
20200622,AS,0,174,,,,,0
20200622,AZ,54586,375204,1992,583,379,7581,1342
20200622,CA,178054,3233632,4804,1412,,,5515
20200622,CO,30539,252233,256,,,4328,1429
20200622,CT,45782,351770,140,,,7842,4263
20200622,DC,10058,71946,155,50,34,1182,535
20200622,DE,10820,85903,89,,,6459,504
20200622,FL,100217,1517270,,,,,3266
20200622,GA,65928,642098,1000,,,,2648
20200622,GU,224,10180,0,0,0,173,5
20200622,HI,814,67897,,,,651,17
20200622,IA,26051,232581,169,51,28,16240,686
20200622,ID,4006,68962,36,9,,3305,89
20200622,IL,138224,1241779,1628,419,250,,6875
20200622,IN,42633,376283,756,283,108,31739,2553
20200622,KS,12465,142548,,,,722,259
20200622,KY,13839,308193,349,67,,3534,526
20200622,LA,50239,567825,630,,77,39792,3117
20200622,MA,107210,672853,920,180,107,91404,7874
20200622,MD,64603,410122,602,232,,4776,3074
20200622,ME,2971,78033,27,13,6,2409,102
20200622,MI,67957,850060,557,209,99,49290,6097
20200622,MN,33227,479910,332,156,,29065,1416
20200622,MO,18143,299231,415,,66,,961
20200622,MP,30,8139,,,,19,2
20200622,MS,22287,230962,710,148,95,17242,978
20200622,MT,740,70565,15,,,548,21
20200622,NC,53605,703740,870,,,36921,1223
20200622,ND,3313,94140,31,,,2952,72
20200622,NE,17810,138698,141,,,11776,244
20200622,NH,5544,103318,55,,,4275,339
20200622,NJ,169415,1097984,1033,287,213,29522,12895
20200622,NM,10565,282866,134,,,4684,469
20200622,NV,13535,230530,373,100,46,653,492
20200622,NY,388488,3063611,1122,330,228,69710,24739
20200622,OH,45537,614064,549,217,124,,2704
20200622,OK,10733,271925,197,93,,7648,369
20200622,OR,7083,199545,145,48,27,2588,192
20200622,PA,82186,585662,745,,156,64105,6426
20200622,PR,6564,,70,10,3,,149
20200622,RI,16459,202209,106,18,15,1554,903
20200622,SC,25701,278179,731,,,10790,659
20200622,SD,6326,67003,88,,,5437,81
20200622,TN,35553,664552,664,,,23567,531
20200622,TX,114881,1434128,3711,,,69190,2192
20200622,UT,17906,281406,198,67,,9863,158
20200622,VA,58465,499658,848,240,132,7663,1620
20200622,VI,76,2502,,,,64,6
20200622,VT,1163,57444,8,,,926,56
20200622,WA,28680,446258,205,,42,,1270
20200622,WI,27878,466634,246,93,,19543,745
20200622,WV,2552,148652,21,5,2,1681,89
20200622,WY,1230,26162,8,,,931,20
20200621,AK,755,87296,15,,1,475,12
20200621,AL,30021,314657,593,,,15974,839
20200621,AR,15142,227092,240,,59,10082,224
20200621,AS,0,174,,,,,0
20200621,AZ,52390,367354,1942,556,361,7387,1339
20200621,CA,173824,3145432,4679,1366,,,5495
20200621,CO,30349,248037,255,,,4309,1429
20200621,CT,45755,349673,149,,,7842,4260
20200621,DC,10020,69502,168,61,37,1172,533
20200621,DE,10775,84199,79,,,6459,504
20200621,FL,97291,1502005,,,,,3254
20200621,GA,64701,633606,944,,,,2643
20200621,GU,222,9788,0,0,0,173,5
20200621,HI,803,67057,,,,644,17
20200621,IA,25963,231189,170,53,27,16068,685
20200621,ID,4006,68962,41,8,,3305,89
20200621,IL,137762,1224022,1631,422,256,,6851
20200621,IN,42423,369497,744,226,124,31302,2540
20200621,KS,12059,135590,,,,715,254
20200621,KY,13750,303531,354,62,,3530,526
20200621,LA,49778,561034,589,,69,37017,3105
20200621,MA,107061,666259,927,194,111,91404,7858
20200621,MD,64306,404725,608,230,,4773,3066
20200621,ME,2957,78033,26,11,5,2391,102
20200621,MI,67711,839715,324,181,99,49290,6090
20200621,MN,32920,471443,322,160,,28663,1412
20200621,MO,18003,297154,415,,66,,956
20200621,MP,30,8139,,,,19,2
20200621,MS,20641,218074,689,156,98,15323,938
20200621,MT,717,69640,15,,,548,20
20200621,NC,52801,692974,845,,,29219,1220
20200621,ND,3288,92885,31,,,2910,71
20200621,NE,17707,136534,140,,,11565,244
20200621,NH,5518,100367,55,,,4244,339
20200621,NJ,169142,1075825,1105,278,219,29450,12870
20200621,NM,10565,282866,134,,,4684,469
20200621,NV,13205,228486,370,87,49,652,492
20200621,NY,387936,3007383,1142,332,237,69506,24725
20200621,OH,44808,598413,496,194,119,,2700
20200621,OK,10515,271925,197,93,,7531,369
20200621,OR,6937,195674,154,50,29,2533,190
20200621,PA,81730,576015,735,,157,62932,6423
20200621,PR,6525,,71,13,5,,149
20200621,RI,16337,198252,123,23,12,1515,894
20200621,SC,24693,277974,692,,,10790,653
20200621,SD,6297,66729,89,,,5389,81
20200621,TN,35102,650527,605,,,23067,526
20200621,TX,111601,1414579,3409,,,68499,2182
20200621,UT,17462,278933,222,67,,9659,158
20200621,VA,57994,487682,863,243,125,7646,1611
20200621,VI,76,2502,,,,64,6
20200621,VT,1159,56686,11,,,922,56
20200621,WA,28225,437844,267,,54,,1265
20200621,WI,27615,460334,242,94,,19310,744
20200621,WV,2543,148046,23,3,2,1676,89
20200621,WY,1197,26162,8,,,909,20
20200620,AK,743,86175,16,,1,464,12
20200620,AL,29549,309974,628,,,15974,838
20200620,AR,15142,227092,224,,53,10082,224
20200620,AS,0,174,,,,,0
20200620,AZ,49798,355482,1938,546,368,7196,1338
20200620,CA,169309,3065103,4582,1332,,,5424
20200620,CO,30187,242882,250,,,4296,1429
20200620,CT,45715,345940,150,,,7842,4251
20200620,DC,9984,67969,177,58,40,1166,531
20200620,DE,10681,81735,75,,,6395,504
20200620,FL,93797,1467475,,,,,3237
20200620,GA,63809,630575,944,,,,2642
20200620,GU,222,9788,0,0,0,173,5
20200620,HI,789,65945,,,,642,17
20200620,IA,25496,224711,182,58,30,15963,681
20200620,ID,3871,67325,33,5,,3183,89
20200620,IL,137104,1200864,1696,454,274,,6829
20200620,IN,42061,359741,768,231,113,31110,2536
20200620,KS,12059,135590,,,,715,254
20200620,KY,13630,303531,354,62,,3530,524
20200620,LA,49385,555431,574,,73,37017,3104
20200620,MA,106936,658001,964,200,118,91404,7828
20200620,MD,63956,398324,644,238,,4745,3052
20200620,ME,2938,76638,29,13,5,2380,102
20200620,MI,67545,827089,557,209,99,49290,6087
20200620,MN,32467,459576,324,161,,28205,1404
20200620,MO,17590,293525,415,,66,,955
20200620,MP,30,8139,,,,19,2
20200620,MS,20641,218074,465,159,108,15323,938
20200620,MT,698,68832,10,,,548,20
20200620,NC,51389,679952,883,,,29219,1212
20200620,ND,3251,90980,28,,,2882,71
20200620,NE,17591,134263,141,,,11312,244
20200620,NH,5486,100081,61,,,4209,337
20200620,NJ,168834,1050039,1125,286,238,29318,12857
20200620,NM,10260,274342,147,,,4512,464
20200620,NV,12931,226032,370,87,49,652,491
20200620,NY,387272,2940521,1220,335,237,69506,24710
20200620,OH,44262,585703,482,186,118,,2697
20200620,OK,10037,271925,197,93,,7414,368
20200620,OR,6750,187345,154,50,29,2533,189
20200620,PA,81266,566461,715,,161,62574,6419
20200620,PR,6463,,83,10,4,,147
20200620,RI,16337,198252,123,23,12,1515,894
20200620,SC,23786,272463,673,,,10790,644
20200620,SD,6225,65690,91,,,5335,81
20200620,TN,34446,640894,588,,,22838,524
20200620,TX,107735,1355663,3247,,,67096,2165
20200620,UT,17068,275809,232,66,,9390,155
20200620,VA,57443,473961,880,267,133,7607,1607
20200620,VI,74,2492,,,,64,6
20200620,VT,1147,55881,9,,,920,56
20200620,WA,28680,446471,245,,49,,1255
20200620,WI,27326,454563,239,90,,18951,744
20200620,WV,2486,145910,22,6,2,1669,88
20200620,WY,1179,26162,8,,,896,20
20200619,AK,722,82909,18,,1,457,12
20200619,AL,29002,302323,674,,,15974,822
20200619,AR,14631,220141,224,,53,9712,214
20200619,AS,0,174,,,,,0
20200619,AZ,46689,345527,1832,519,362,7018,1312
20200619,CA,165416,2990286,4587,1329,,,5360
20200619,CO,29901,234545,270,,,4280,1417
20200619,CT,45557,334321,172,,,7842,4238
20200619,DC,9952,63839,184,63,44,1162,530
20200619,DE,10611,79823,75,,,6395,504
20200619,FL,89748,1443123,,,,,3197
20200619,GA,62009,608297,937,,,,2636
20200619,GU,200,9515,0,0,0,173,5
20200619,HI,762,64982,,,,640,17
20200619,IA,25275,221374,197,60,37,15816,681
20200619,ID,3743,65802,28,6,,3088,89
20200619,IL,136470,1175533,1837,512,293,,6718
20200619,IN,41746,351141,773,259,111,30760,2516
20200619,KS,12059,135590,,,,715,254
20200619,KY,13454,297773,339,64,,3516,522
20200619,LA,48515,542394,561,,75,37017,3084
20200619,MA,106650,644157,994,199,124,91404,7800
20200619,MD,63548,390121,648,261,,4685,3030
20200619,ME,2913,74248,26,11,5,2323,102
20200619,MI,67097,812831,557,209,99,44964,6067
20200619,MN,32031,443121,339,168,,27709,1393
20200619,MO,17201,289083,594,,70,,948
20200619,MP,30,8139,,,,19,2
20200619,MS,20641,218074,661,159,108,15323,938
20200619,MT,666,67756,9,,,546,20
20200619,NC,49840,662473,871,,,29219,1197
20200619,ND,3226,89380,26,,,2840,71
20200619,NE,17415,130431,149,,,11066,240
20200619,NH,5450,98275,56,,,4140,331
20200619,NJ,168496,1025847,1177,286,231,29209,12835
20200619,NM,10153,270022,157,,,4439,456
20200619,NV,12486,221874,370,87,49,652,491
20200619,NY,386556,2872407,1284,359,256,69377,24686
20200619,OH,43731,572305,525,200,133,,2667
20200619,OK,9706,264872,211,96,,7212,367
20200619,OR,6572,187345,154,50,29,2533,188
20200619,PA,80762,556456,731,,169,62186,6399
20200619,PR,6195,,78,7,3,,147
20200619,RI,16337,198252,123,23,12,1515,894
20200619,SC,22631,265669,660,,,10790,639
20200619,SD,6158,65035,95,,,5276,81
20200619,TN,34017,627672,635,,,22531,515
20200619,TX,103305,1320609,3148,,,65329,2140
20200619,UT,16425,270933,237,63,,9113,155
20200619,VA,56793,455618,862,251,121,7563,1602
20200619,VI,74,2450,,,,64,6
20200619,VT,1144,54743,8,,,918,56
20200619,WA,28666,445796,276,,47,,1245
20200619,WI,26913,444751,240,91,,18055,730
20200619,WV,2435,143579,22,6,2,1665,88
20200619,WY,1173,35301,8,,,889,20
20200618,AK,708,80477,18,,0,449,12
20200618,AL,28206,294328,663,,,15974,810
20200618,AR,13928,214506,226,,53,9376,208
20200618,AS,0,174,,,,,0
20200618,AZ,43443,336289,1667,540,341,6863,1271
20200618,CA,161099,2913431,4584,1298,,,5290
20200618,CO,29673,232543,270,,,4253,1402
20200618,CT,45440,327145,176,,,7842,4226
20200618,DC,9903,62296,189,86,45,1155,527
20200618,DE,10499,78185,79,,,6350,502
20200618,FL,85926,1425386,,,,,3154
20200618,GA,60912,602292,921,,,,2605
20200618,GU,193,9395,0,0,0,170,5
20200618,HI,744,63630,,,,639,17
20200618,IA,24854,216077,188,64,47,15604,679
20200618,ID,3632,64380,23,6,,3013,88
20200618,IL,135639,1149054,1878,538,321,,6718
20200618,IN,41438,343284,754,236,103,30175,2491
20200618,KS,11681,130443,,,,696,247
20200618,KY,13197,293183,400,68,,3506,520
20200618,LA,48634,496587,585,,83,37017,3062
20200618,MA,106422,634838,968,227,125,91404,7770
20200618,MD,63229,384379,660,269,,4640,3016
20200618,ME,2878,71182,27,10,4,2300,102
20200618,MI,66798,783388,557,209,101,44964,6061
20200618,MN,31675,429204,345,171,,27566,1376
20200618,MO,16908,280434,533,,64,,946
20200618,MP,30,8139,,,,19,2
20200618,MS,20641,218074,668,161,100,15323,938
20200618,MT,655,66215,8,,,545,20
20200618,NC,48188,645490,857,,,29219,1175
20200618,ND,3193,87461,26,,,2809,70
20200618,NE,17226,127587,156,,,10761,234
20200618,NH,5436,96548,56,,,4104,330
20200618,NJ,168107,1003627,1258,319,257,29101,12800
20200618,NM,10065,265832,161,,,4351,452
20200618,NV,12076,218720,357,93,55,641,489
20200618,NY,385760,2793900,1358,388,278,69243,24661
20200618,OH,43122,556902,547,219,149,,2633
20200618,OK,9354,260199,197,89,,7071,366
20200618,OR,6366,182770,141,46,28,2502,187
20200618,PA,80236,543832,740,,170,60979,6361
20200618,PR,6111,,73,9,5,,147
20200618,RI,16269,195324,126,23,13,1502,885
20200618,SC,21548,258975,626,,,9734,621
20200618,SD,6109,64244,93,,,5221,78
20200618,TN,32829,619565,617,,,21949,509
20200618,TX,99851,1307890,2947,,,63812,2105
20200618,UT,15839,266846,282,66,,8786,152
20200618,VA,56238,445830,857,241,129,7493,1586
20200618,VI,73,2354,,,,64,6
20200618,VT,1135,53610,11,,,917,56
20200618,WA,28575,441468,263,,47,,1226
20200618,WI,26590,433913,240,83,,18055,719
20200618,WV,2418,142011,25,5,2,1665,88
20200618,WY,1144,35010,8,,,870,18
20200617,AK,696,77013,23,,0,438,12
20200617,AL,27312,283411,677,,,15974,790
20200617,AR,13606,207093,217,,53,8996,197
20200617,AS,0,174,,,,,0
20200617,AZ,40924,325269,1582,531,346,6715,1239
20200617,CA,157015,2840973,4522,1318,,,5208
20200617,CO,29442,227225,290,,,4231,1373
20200617,CT,45429,322429,186,,,7611,4219
20200617,DC,9847,60239,197,73,47,1155,523
20200617,DE,10444,76143,83,,,6305,502
20200617,FL,82719,1403040,,,,,3110
20200617,GA,60030,590437,881,,,,2575
20200617,GU,188,9010,0,0,0,170,5
20200617,HI,740,62503,,,,637,17
20200617,IA,24461,210670,188,64,47,15289,673
20200617,ID,3540,63244,27,6,,2921,88
20200617,IL,135046,1124143,1878,563,331,,6666
20200617,IN,41013,330169,789,238,105,29671,2475
20200617,KS,11681,130443,,,,696,247
20200617,KY,12995,286874,416,61,,3444,518
20200617,LA,48634,496587,585,,83,37017,3062
20200617,MA,106151,625895,998,227,135,88725,7734
20200617,MD,62969,378374,702,283,,4596,2996
20200617,ME,2836,71182,27,10,5,2275,102
20200617,MI,66497,783388,562,210,131,44964,6036
20200617,MN,31296,417291,351,181,,27404,1357
20200617,MO,16625,268377,533,,66,,909
20200617,MP,30,8139,,,,19,2
20200617,MS,20641,223748,668,161,100,15323,938
20200617,MT,630,64885,5,,,538,20
20200617,NC,46855,620567,846,,,29219,1168
20200617,ND,3166,86508,25,,,2756,70
20200617,NE,17031,125356,156,,,10529,231
20200617,NH,5364,94722,62,,,4067,326
20200617,NJ,167703,980138,1352,358,254,28966,12769
20200617,NM,9933,261620,156,,,4217,447
20200617,NV,11842,215768,360,96,45,640,486
20200617,NY,385142,2725977,1479,431,304,69085,24629
20200617,OH,42422,542141,541,215,148,,2611
20200617,OK,8904,256528,181,92,,6898,364
20200617,OR,6218,178132,158,54,26,2457,183
20200617,PA,79818,533013,788,,179,59863,6319
20200617,PR,6003,,78,8,1,,147
20200617,RI,16213,190257,126,17,13,1489,876
20200617,SC,20556,252198,607,,,9734,617
20200617,SD,6050,62938,91,,,5143,78
20200617,TN,32143,612430,632,,,21282,497
20200617,TX,96335,1273303,2793,,,62368,2062
20200617,UT,15344,263348,270,64,,8552,149
20200617,VA,55775,438566,938,249,120,7429,1583
20200617,VI,73,2354,,,,64,6
20200617,VT,1130,52533,5,,,915,55
20200617,WA,28255,435169,256,,47,,1231
20200617,WI,26129,423736,244,94,,17613,712
20200617,WV,2376,138994,23,7,2,1654,88
20200617,WY,1114,33955,7,,,862,18
20200616,AK,676,75539,22,,2,429,12
20200616,AL,26912,278512,678,,,13508,785
20200616,AR,13191,192375,214,,45,8352,182
20200616,AS,0,174,,,,,0
20200616,AZ,39097,315237,1506,502,340,6598,1219
20200616,CA,153560,2784195,4462,1272,,,5121
20200616,CO,29299,223857,276,,,4196,1373
20200616,CT,45349,316071,201,,,7611,4210
20200616,DC,9818,57308,192,70,49,1155,520
20200616,DE,10403,75671,87,,,6256,499
20200616,FL,80109,1380200,,,,,3085
20200616,GA,59078,575900,875,,,,2529
20200616,GU,186,8846,,,,169,5
20200616,HI,736,61292,,,,630,17
20200616,IA,24179,206459,193,71,49,15025,669
20200616,ID,3462,62185,23,6,,2877,88
20200616,IL,134500,1094702,1939,561,331,,6579
