,,,,,CONSUMERS ONLY,,,,,,,,,,
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Fruit and fruit products,A.01.000544,479,95.8%,49.56,32.68,7.62,13.57,45.12,114.62,131.53,150.07, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Meat and meat products (including edible offal),A.01.000727,375,75.0%,17.31,14.01,2.86,4.00,14.91,38.70,43.70,78.83, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,"Fish and other seafood (including amphibians, rept",A.01.000876,70,14.0%,5.12,3.39,1.33,1.80,4.66,11.67,15.67,16.63, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Milk and dairy products,A.01.000948,343,68.6%,58.90,63.50,4.02,6.66,40.51,148.49,193.16,287.31, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Eggs and egg products,A.01.001252,17,3.4%,4.23,3.61,0.03,0.04,3.76,10.00,10.00,10.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Sugar and confectionary,A.01.001267,460,92.0%,7.99,5.42,1.03,1.89,6.93,17.67,20.90,24.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Animal and vegetable fats and oils,A.01.001346,418,83.6%,3.85,3.22,0.45,0.83,2.98,9.91,10.94,12.60, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Fruit and vegetable juices,A.01.001394,124,24.8%,8.98,32.97,0.33,0.50,2.10,20.27,31.20,106.63, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Non-alcoholic beverages (excepting milk based beve,A.01.001470,1,0.2%,0.20,0.00,0.20,0.20,0.20,0.20,0.20,0.20, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Drinking water (water without any additives except,A.01.001573,496,99.2%,240.72,133.32,53.67,77.24,224.72,485.36,542.02,659.45, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,"Herbs, spices and condiments",A.01.001580,454,90.8%,0.45,1.54,0.02,0.04,0.23,1.25,1.67,3.25, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Food for infants and small children,A.01.001715,303,60.6%,421.88,244.08,26.58,66.45,466.67,812.91,860.00,891.67, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Products for special nutritional use,A.01.001748,450,90.0%,0.16,0.13,0.05,0.06,0.15,0.30,0.60,1.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,Composite food (including frozen products),A.01.001789,12,2.4%,14.29,17.41,1.60,1.66,6.98,52.16,52.16,52.16, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Infants,"Snacks, desserts, and other foods",A.01.001877,160,32.0%,0.70,0.88,0.04,0.07,0.43,2.17,3.33,4.39, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Grains and grain-based products,A.01.000001,500,100.0%,59.63,22.82,26.27,31.60,56.78,101.19,109.84,119.98, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Vegetables and vegetable products (including fungi,A.01.000317,496,99.2%,48.89,30.08,10.00,15.88,43.27,103.14,123.39,139.48, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Starchy roots and tubers,A.01.000467,494,98.8%,69.56,41.68,16.86,25.12,61.31,151.56,182.96,213.32, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,"Legumes, nuts and oilseeds",A.01.000486,231,46.2%,4.43,6.02,0.03,0.06,2.85,12.86,14.53,21.40, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Fruit and fruit products,A.01.000544,497,99.4%,72.74,43.48,14.25,23.17,64.85,157.30,181.18,203.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Meat and meat products (including edible offal),A.01.000727,498,99.6%,42.02,22.92,10.88,16.20,39.18,85.74,99.30,109.67, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,"Fish and other seafood (including amphibians, rept",A.01.000876,214,42.8%,11.67,9.62,1.89,3.49,8.67,33.54,36.00,40.75, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Milk and dairy products,A.01.000948,463,92.6%,359.78,266.73,30.00,65.60,307.49,861.00,967.29,"1,046.76", 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Eggs and egg products,A.01.001252,273,54.6%,4.36,5.62,0.07,0.16,2.20,15.14,20.82,27.97, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Sugar and confectionary,A.01.001267,494,98.8%,10.42,7.15,1.22,2.48,9.11,23.30,26.35,36.06, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Animal and vegetable fats and oils,A.01.001346,484,96.8%,7.36,5.53,1.35,2.00,6.25,16.90,19.25,28.28, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Fruit and vegetable juices,A.01.001394,275,55.0%,43.41,91.39,0.42,0.67,16.67,166.67,267.57,433.65, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Non-alcoholic beverages (excepting milk based beve,A.01.001470,17,3.4%,15.00,21.29,0.24,0.31,6.67,83.33,83.33,83.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Alcoholic beverages,A.01.001534,4,0.8%,4.69,2.39,2.56,2.56,4.39,7.44,7.44,7.44, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Drinking water (water without any additives except,A.01.001573,500,100.0%,446.56,184.50,177.76,219.95,431.38,769.15,832.12,909.26, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,"Herbs, spices and condiments",A.01.001580,497,99.4%,2.16,1.80,0.31,0.46,1.69,5.29,6.42,8.01, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Food for infants and small children,A.01.001715,275,55.0%,333.19,219.05,43.33,64.91,300.00,720.00,791.17,983.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Products for special nutritional use,A.01.001748,431,86.2%,0.27,0.39,0.05,0.06,0.15,1.10,1.25,1.57, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,Composite food (including frozen products),A.01.001789,109,21.8%,19.66,24.43,1.75,3.82,10.42,65.94,98.38,111.51, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Toddlers,"Snacks, desserts, and other foods",A.01.001877,219,43.8%,5.64,7.36,0.09,0.14,1.68,20.00,25.05,34.17, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Grains and grain-based products,A.01.000001,750,100.0%,93.00,31.83,43.66,54.38,90.54,146.81,162.13,174.82, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Vegetables and vegetable products (including fungi,A.01.000317,749,99.9%,71.66,50.68,14.58,20.71,61.02,158.91,180.32,225.68, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Starchy roots and tubers,A.01.000467,748,99.7%,77.00,46.16,15.85,24.04,69.95,161.43,192.13,230.77, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Legumes, nuts and oilseeds",A.01.000486,443,59.1%,6.26,11.72,0.10,0.17,1.33,27.69,38.59,55.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Fruit and fruit products,A.01.000544,738,98.4%,83.94,63.00,8.35,14.73,70.17,203.99,247.95,310.34, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Meat and meat products (including edible offal),A.01.000727,749,99.9%,81.71,41.21,29.07,36.65,77.13,151.06,186.31,230.43, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,388,51.7%,20.19,15.94,2.38,3.88,15.65,52.24,62.73,74.73, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Milk and dairy products,A.01.000948,750,100.0%,596.76,224.05,241.11,329.06,588.01,953.45,"1,070.99","1,186.31", 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Eggs and egg products,A.01.001252,702,93.6%,10.55,11.50,0.46,0.90,6.97,34.73,46.25,54.25, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Sugar and confectionary,A.01.001267,749,99.9%,27.75,17.68,5.67,9.07,24.14,61.62,75.70,89.98, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Animal and vegetable fats and oils,A.01.001346,750,100.0%,21.52,9.25,9.08,10.76,20.46,37.46,41.57,49.90, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Fruit and vegetable juices,A.01.001394,703,93.7%,188.04,142.88,17.67,48.31,150.00,450.00,516.67,656.11, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,306,40.8%,81.47,81.24,1.12,4.17,56.67,235.00,333.33,426.67, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Alcoholic beverages,A.01.001534,13,1.7%,6.29,18.18,0.13,0.20,0.83,66.67,66.67,66.67, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Drinking water (water without any additives except,A.01.001573,750,100.0%,337.57,184.85,98.92,132.51,297.60,718.67,779.29,879.71, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Herbs, spices and condiments",A.01.001580,750,100.0%,11.73,8.36,3.33,4.09,9.33,28.43,35.07,40.60, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Products for special nutritional use,A.01.001748,480,64.0%,1.10,2.15,0.05,0.10,0.55,3.20,5.11,15.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,Composite food (including frozen products),A.01.001789,127,16.9%,13.57,12.23,1.58,2.64,9.00,40.00,49.00,51.06, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2001-2009,Other children,"Snacks, desserts, and other foods",A.01.001877,567,75.6%,25.96,23.30,0.21,0.56,21.60,73.00,83.50,96.67, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Grains and grain-based products,A.01.000001,497,100.0%,58.83,30.76,18.69,24.54,54.32,119.93,141.20,163.46, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Vegetables and vegetable products (including fungi,A.01.000317,497,100.0%,59.41,43.32,10.31,17.43,50.42,139.27,169.46,232.66, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Starchy roots and tubers,A.01.000467,491,98.8%,74.70,48.37,12.45,23.50,66.61,172.77,193.04,260.95, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,"Legumes, nuts and oilseeds",A.01.000486,258,51.9%,5.07,5.50,0.14,0.41,3.33,15.22,20.01,25.06, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Fruit and fruit products,A.01.000544,493,99.2%,72.70,49.02,14.44,21.64,61.53,170.83,201.26,249.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Meat and meat products (including edible offal),A.01.000727,493,99.2%,45.94,31.08,11.55,15.98,40.12,108.37,130.70,157.69, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,"Fish and other seafood (including amphibians, rept",A.01.000876,221,44.5%,13.93,12.57,3.25,3.88,9.39,35.68,54.59,68.50, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Milk and dairy products,A.01.000948,469,94.4%,405.99,319.86,31.67,54.17,341.40,950.84,"1,186.01","1,509.36", 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Eggs and egg products,A.01.001252,280,56.3%,4.74,6.84,0.10,0.19,2.29,18.55,23.22,28.40, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Sugar and confectionary,A.01.001267,491,98.8%,11.58,10.45,1.53,2.47,9.37,31.21,40.06,53.50, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Animal and vegetable fats and oils,A.01.001346,489,98.4%,8.39,7.07,1.17,1.87,6.86,20.69,27.67,39.56, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Fruit and vegetable juices,A.01.001394,283,56.9%,47.16,88.41,0.31,0.67,9.87,238.63,303.37,450.41, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Non-alcoholic beverages (excepting milk based beve,A.01.001470,20,4.0%,46.16,51.77,0.67,0.83,29.17,160.00,175.00,175.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Alcoholic beverages,A.01.001534,4,0.8%,1.71,1.64,0.03,0.03,1.72,3.37,3.37,3.37, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Drinking water (water without any additives except,A.01.001573,497,100.0%,488.01,235.82,188.42,238.97,452.93,949.24,"1,056.28","1,298.44", 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,"Herbs, spices and condiments",A.01.001580,490,98.6%,2.55,2.85,0.26,0.49,1.77,7.51,9.89,16.17, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Food for infants and small children,A.01.001715,342,68.8%,290.85,226.23,20.67,37.62,243.00,701.67,757.24,845.00, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Products for special nutritional use,A.01.001748,441,88.7%,0.01,0.09,0.00,0.00,0.00,0.06,0.11,0.16, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,Composite food (including frozen products),A.01.001789,71,14.3%,11.34,12.11,1.12,1.81,8.00,31.50,51.33,71.20, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Toddlers,"Snacks, desserts, and other foods",A.01.001877,96,19.3%,11.49,11.91,0.67,1.00,8.33,41.67,50.00,63.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Grains and grain-based products,A.01.000001,933,100.0%,92.88,33.40,45.68,53.17,89.49,152.80,170.10,193.80, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Vegetables and vegetable products (including fungi,A.01.000317,930,99.7%,70.23,51.34,12.23,18.93,59.64,165.86,196.62,251.89, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Starchy roots and tubers,A.01.000467,926,99.2%,81.90,49.57,16.89,26.26,74.27,171.50,196.14,243.50, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,"Legumes, nuts and oilseeds",A.01.000486,540,57.9%,5.47,9.20,0.04,0.10,1.36,22.48,31.32,42.37, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Fruit and fruit products,A.01.000544,911,97.6%,81.64,61.27,8.54,15.08,69.23,199.04,227.98,257.72, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Meat and meat products (including edible offal),A.01.000727,932,99.9%,84.50,43.71,27.40,37.03,77.56,168.70,189.24,215.80, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,452,48.4%,21.34,17.23,2.64,4.64,16.58,56.17,69.32,85.31, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Milk and dairy products,A.01.000948,928,99.5%,591.51,246.05,220.49,308.32,571.74,999.96,"1,077.18","1,289.64", 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Eggs and egg products,A.01.001252,852,91.3%,11.57,12.30,0.90,1.45,7.23,37.27,46.29,58.49, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Sugar and confectionary,A.01.001267,929,99.6%,26.63,20.15,4.73,7.25,20.91,65.88,76.87,97.92, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Animal and vegetable fats and oils,A.01.001346,933,100.0%,21.16,10.78,7.14,9.73,19.50,39.18,46.12,56.19, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Fruit and vegetable juices,A.01.001394,872,93.5%,193.37,145.18,22.70,50.00,166.67,446.00,550.00,656.67, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,465,49.8%,95.54,83.57,10.00,16.67,66.67,250.00,323.33,443.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Alcoholic beverages,A.01.001534,17,1.8%,26.05,60.31,0.30,0.34,3.89,233.33,233.33,233.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Drinking water (water without any additives except,A.01.001573,933,100.0%,342.45,190.27,102.20,141.32,304.28,704.95,790.63,981.02, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,"Herbs, spices and condiments",A.01.001580,933,100.0%,11.04,8.25,2.98,3.67,8.73,28.57,33.58,40.87, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Food for infants and small children,A.01.001715,20,2.1%,38.96,28.06,2.31,10.00,30.01,78.33,100.29,100.29, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Products for special nutritional use,A.01.001748,419,44.9%,0.06,0.65,0.00,0.00,0.00,0.00,0.09,1.33, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,Composite food (including frozen products),A.01.001789,159,17.0%,10.22,10.22,0.81,2.00,6.48,31.91,46.28,49.83, 
Finland,Diabetes Prediction and Prevention Nutrition Study (DIPP) 2003 -2006,Other children,"Snacks, desserts, and other foods",A.01.001877,624,66.9%,31.87,25.13,5.00,8.00,25.17,78.67,91.67,121.33, 
Finland,National FINDIET 2012 Survey,Adults,Grains and grain-based products,A.01.000001,"1,286",99.3%,277.36,157.33,70.97,105.00,250.28,566.00,631.74,764.60, 
Finland,National FINDIET 2012 Survey,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,271",98.1%,153.75,109.72,21.82,38.63,132.39,354.49,418.24,491.00, 
Finland,National FINDIET 2012 Survey,Adults,Starchy roots and tubers,A.01.000467,"1,024",79.1%,88.75,66.08,3.57,13.70,77.05,221.00,258.45,284.59, 
Finland,National FINDIET 2012 Survey,Adults,"Legumes, nuts and oilseeds",A.01.000486,450,34.7%,29.35,30.49,0.66,1.80,20.50,85.00,113.17,150.00, 
Finland,National FINDIET 2012 Survey,Adults,Fruit and fruit products,A.01.000544,"1,113",85.9%,184.82,179.57,11.36,22.01,136.80,513.00,640.00,891.20, 
Finland,National FINDIET 2012 Survey,Adults,Meat and meat products (including edible offal),A.01.000727,"1,248",96.4%,134.78,91.59,25.56,39.47,119.68,297.96,347.52,439.00, 
Finland,National FINDIET 2012 Survey,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,571,44.1%,68.68,58.86,10.00,15.00,55.00,177.50,230.27,305.47, 
Finland,National FINDIET 2012 Survey,Adults,Milk and dairy products,A.01.000948,"1,289",99.5%,445.23,327.83,50.69,100.85,371.62,"1,062.63","1,252.96","1,589.86", 
Finland,National FINDIET 2012 Survey,Adults,Eggs and egg products,A.01.001252,566,43.7%,25.89,30.38,2.05,3.24,13.87,82.50,110.00,165.00, 
Finland,National FINDIET 2012 Survey,Adults,Sugar and confectionary,A.01.001267,"1,118",86.3%,26.08,31.92,0.94,2.00,16.39,88.20,110.00,159.53, 
Finland,National FINDIET 2012 Survey,Adults,Animal and vegetable fats and oils,A.01.001346,"1,266",97.8%,31.33,24.17,4.06,6.93,25.50,76.49,93.89,116.51, 
Finland,National FINDIET 2012 Survey,Adults,Fruit and vegetable juices,A.01.001394,663,51.2%,274.36,272.61,10.00,65.60,200.00,715.00,"1,025.00","1,400.00", 
Finland,National FINDIET 2012 Survey,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,270",98.1%,717.94,382.10,220.00,300.00,660.00,"1,419.00","1,600.00","1,950.00", 
Finland,National FINDIET 2012 Survey,Adults,Alcoholic beverages,A.01.001534,380,29.3%,400.84,482.27,10.00,60.00,232.50,"1,275.00","1,840.00","2,475.00", 
Finland,National FINDIET 2012 Survey,Adults,Drinking water (water without any additives except,A.01.001573,"1,288",99.5%,896.70,656.52,94.62,171.21,774.02,"2,121.39","2,567.39","2,933.64", 
Finland,National FINDIET 2012 Survey,Adults,"Herbs, spices and condiments",A.01.001580,"1,262",97.5%,23.23,31.11,0.67,1.16,11.63,79.04,104.58,151.32, 
Finland,National FINDIET 2012 Survey,Adults,Food for infants and small children,A.01.001715,3,0.2%,73.33,71.87,7.50,7.50,62.50,150.00,150.00,150.00, 
Finland,National FINDIET 2012 Survey,Adults,Products for special nutritional use,A.01.001748,712,55.0%,14.37,65.51,0.25,0.33,1.82,50.00,150.00,350.33, 
Finland,National FINDIET 2012 Survey,Adults,Composite food (including frozen products),A.01.001789,445,34.4%,53.28,53.58,7.09,12.04,35.29,150.00,239.35,280.00, 
Finland,National FINDIET 2012 Survey,Adults,"Snacks, desserts, and other foods",A.01.001877,409,31.6%,60.75,60.49,2.00,8.75,42.50,175.00,199.00,258.00, 
Finland,National FINDIET 2012 Survey,Elderly,Grains and grain-based products,A.01.000001,412,99.8%,319.93,188.38,76.14,108.88,293.20,647.50,757.50,882.73, 
Finland,National FINDIET 2012 Survey,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,400,96.9%,144.39,108.94,16.00,27.50,122.00,348.13,440.99,496.64, 
Finland,National FINDIET 2012 Survey,Elderly,Starchy roots and tubers,A.01.000467,345,83.5%,96.80,68.78,7.39,27.43,81.95,225.85,274.37,311.90, 
Finland,National FINDIET 2012 Survey,Elderly,"Legumes, nuts and oilseeds",A.01.000486,112,27.1%,29.71,27.51,1.48,2.23,24.26,82.50,104.00,130.19, 
Finland,National FINDIET 2012 Survey,Elderly,Fruit and fruit products,A.01.000544,379,91.8%,217.18,167.66,20.00,33.90,177.86,557.75,615.54,710.46, 
Finland,National FINDIET 2012 Survey,Elderly,Meat and meat products (including edible offal),A.01.000727,398,96.4%,109.22,68.63,25.43,36.23,92.95,245.19,295.61,351.44, 
Finland,National FINDIET 2012 Survey,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,191,46.2%,80.13,70.05,15.00,25.00,62.50,212.50,215.80,355.00, 
Finland,National FINDIET 2012 Survey,Elderly,Milk and dairy products,A.01.000948,408,98.8%,396.86,254.86,54.00,90.00,355.60,870.00,"1,000.00","1,140.00", 
Finland,National FINDIET 2012 Survey,Elderly,Eggs and egg products,A.01.001252,168,40.7%,23.67,25.75,2.60,3.22,13.81,63.51,108.22,116.34, 
Finland,National FINDIET 2012 Survey,Elderly,Sugar and confectionary,A.01.001267,341,82.6%,16.93,20.98,0.71,1.50,11.50,51.68,73.38,95.43, 
Finland,National FINDIET 2012 Survey,Elderly,Animal and vegetable fats and oils,A.01.001346,405,98.1%,30.74,23.78,3.03,6.28,25.37,70.97,85.54,119.87, 
Finland,National FINDIET 2012 Survey,Elderly,Fruit and vegetable juices,A.01.001394,181,43.8%,227.62,196.87,2.50,37.50,175.00,600.00,760.00,950.00, 
Finland,National FINDIET 2012 Survey,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,411,99.5%,598.56,276.24,220.00,250.00,565.00,"1,100.00","1,200.00","1,320.00", 
Finland,National FINDIET 2012 Survey,Elderly,Alcoholic beverages,A.01.001534,97,23.5%,313.09,372.99,17.50,30.00,180.00,"1,079.41","1,500.00","2,145.00", 
Finland,National FINDIET 2012 Survey,Elderly,Drinking water (water without any additives except,A.01.001573,406,98.3%,660.74,475.41,96.27,163.56,560.82,"1,557.41","1,810.76","2,151.52", 
Finland,National FINDIET 2012 Survey,Elderly,"Herbs, spices and condiments",A.01.001580,395,95.6%,14.39,27.18,0.49,0.74,3.38,60.08,75.57,150.41, 
Finland,National FINDIET 2012 Survey,Elderly,Products for special nutritional use,A.01.001748,246,59.6%,3.36,6.72,0.33,0.33,1.77,10.76,17.94,35.70, 
Finland,National FINDIET 2012 Survey,Elderly,Composite food (including frozen products),A.01.001789,134,32.4%,58.19,53.94,9.14,13.70,40.00,171.28,210.40,250.00, 
Finland,National FINDIET 2012 Survey,Elderly,"Snacks, desserts, and other foods",A.01.001877,91,22.0%,55.18,46.53,7.50,12.50,40.00,162.50,165.00,230.00, 
Finland,National Findiet Surveys,Adults,Grains and grain-based products,A.01.000001,"1,573",99.9%,153.28,68.65,61.30,78.83,143.04,279.08,319.19,377.33, 
Finland,National Findiet Surveys,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,537",97.6%,136.29,102.76,13.74,30.00,113.93,330.94,403.00,477.35, 
Finland,National Findiet Surveys,Adults,Starchy roots and tubers,A.01.000467,"1,444",91.7%,93.86,69.43,3.60,7.20,82.09,225.00,253.39,305.27, 
Finland,National Findiet Surveys,Adults,"Legumes, nuts and oilseeds",A.01.000486,734,46.6%,15.73,21.93,0.45,0.75,4.56,62.32,80.00,93.43, 
Finland,National Findiet Surveys,Adults,Fruit and fruit products,A.01.000544,"1,411",89.6%,190.32,177.88,7.35,16.63,147.57,506.76,628.84,805.75, 
Finland,National Findiet Surveys,Adults,Meat and meat products (including edible offal),A.01.000727,"1,507",95.7%,136.14,96.35,29.61,42.26,117.67,302.51,373.66,446.67, 
Finland,National Findiet Surveys,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,651,41.3%,62.72,50.97,9.84,14.83,51.34,144.47,195.27,217.42, 
Finland,National Findiet Surveys,Adults,Milk and dairy products,A.01.000948,"1,567",99.5%,453.74,319.50,60.11,99.19,396.75,"1,041.48","1,235.46","1,414.79", 
Finland,National Findiet Surveys,Adults,Eggs and egg products,A.01.001252,"1,267",80.4%,19.98,25.08,1.07,1.81,10.85,70.56,96.08,124.90, 
Finland,National Findiet Surveys,Adults,Sugar and confectionary,A.01.001267,"1,523",96.7%,33.37,33.78,1.99,4.25,23.31,101.36,130.41,155.20, 
