Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",Priceset1,Priceset2,Priceset3,Priceset4,Priceset5,Priceset6,Priceset7,Priceset8,Priceset9,Priceset10,Priceset11,Priceset12,Priceset13,Priceset14,Priceset15,Priceset16,Priceset17,Priceset18,Priceset19,Priceset20,Priceset21,Pricese22,Priceset23,Priceset24,Priceset25,Priceset26,Priceset27,Are you a vegetarian or a vegan?,Primaryshopper,FarmingExperience,CurrentlyFarm,Gender,Age,MaritalStatus,NumberInHousehold,Children<12,Weight,Height,ReceivedFoodStamps,CurrentlyOnFoodStamps,State,Education,Approximate / annual household income before taxes in 2012,"Hispanic, Latino, or Spanish origin?",Race,PoliticalInclination,PoliticalParty,LocationLatitude,LocationLongitude
1,2,0,4,0,1,,,0,3,1,3,1,1,1,4,,,0,2,,,,,2,1,1,6,2,7,4,3,5,1,9,9,1,4,5,5,5,4,,,,,,,,,,,,,,,,,,,2,3,2,2,2,4,2,2,2,155,11,1,1,36,3,1,1,1,6,4,40.096801757812,-80.91739654541
,,0,2,0,1,0,4,,,0,3,,,1,3,1,1,,,1,2,1,4,6,9,5,6,4,7,1,3,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,3,3,1,2,3,2,2,1,5,2,2,2,316,18,2,2,31,6,8,1,1,3,2,40.731704711914,-73.988502502441
,,0,2,0,3,0,1,0,4,,,1,4,,,1,1,,,1,2,1,3,2,1,6,5,1,7,3,4,2,,,,,,,,,,5,5,8,1,1,1,3,5,3,,,,,,,,,,2,1,2,2,2,6,2,2,2,135,18,2,2,14,4,9,1,1,4,4,41.671401977539,-87.737098693848
0,3,0,2,,,,,,,0,1,,,1,1,1,4,0,4,1,2,1,3,5,3,7,2,3,6,5,4,1,6,6,3,8,4,8,6,5,6,,,,,,,,,,,,,,,,,,,2,3,2,2,1,6,2,2,2,285,24,2,2,27,5,7,1,1,4,4,46.508102416992,-114.10569763184
,,0,3,,,0,1,1,3,0,2,1,1,1,2,,,0,4,,,1,4,5,4,4,2,3,7,5,6,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,3,3,1,2,3,1,2,1,6,2,2,2,190,20,2,2,47,6,6,1,1,5,2,34.030807495117,-81.001403808594
1,2,0,2,0,1,,,0,3,0,4,1,1,,,,,,,1,3,1,4,6,9,5,6,3,7,1,4,2,,,,,,,,,,5,5,8,8,5,1,5,5,3,,,,,,,,,,2,2,2,2,1,6,2,2,2,234,25,2,2,36,6,8,1,1,4,2,41.697204589844,-81.197402954102
1,1,0,4,,,0,1,,,0,2,1,3,0,3,1,4,,,1,2,,,8,4,5,4,3,7,2,6,1,,,,,,,,,,5,5,5,5,5,5,3,5,3,,,,,,,,,,2,1,1,2,1,4,4,3,2,290,20,1,2,38,3,8,1,1,3,4,45.474105834961,-122.37870025635
,,0,3,0,1,0,2,1,3,0,4,1,1,1,4,1,2,,,,,,,9,2,6,4,7,5,1,3,2,,,,,,,,,,3,5,9,4,5,1,4,5,3,,,,,,,,,,2,1,2,2,1,6,2,2,2,180,23,2,2,13,6,6,1,1,3,4,43.612106323242,-116.39149475098
1,3,0,3,0,2,0,4,0,1,,,1,4,1,2,,,,,1,1,,,4,1,3,6,2,7,1,4,5,1,4,5,1,4,5,5,4,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,6,1,1,2,187,22,2,2,5,6,8,1,1,2,1,39.181701660156,-75.597099304199
0,2,0,3,0,4,,,1,2,0,1,1,1,1,4,,,1,3,,,,,4,3,4,6,2,7,1,3,5,,,,,,,,,,,,,,,,,,,7,7,1,1,7,5,5,5,1,2,1,2,2,2,5,2,2,2,260,17,1,2,44,3,4,1,1,3,2,33.003494262695,-96.900001525879
,,0,2,0,1,,,,,0,3,1,1,1,4,,,0,4,1,2,1,3,4,1,2,4,6,5,1,3,7,,,,,,,,,,,,,,,,,,,7,7,5,7,8,4,5,5,7,2,1,2,2,2,5,4,1,2,190,15,1,2,33,3,1,1,1,4,4,43.029998779297,-76.124198913574
1,2,0,3,0,4,0,1,1,3,0,2,1,1,,,,,1,4,,,,,5,2,5,6,3,7,2,4,1,1,3,3,1,5,5,5,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,2,2,2,190,18,2,2,23,5,9,1,1,5,2,42.285598754883,-83.485801696777
,,0,1,,,0,4,0,2,0,3,1,3,,,1,1,,,1,4,1,2,9,4,6,5,3,7,1,4,2,,,,,,,,,,,,,,,,,,,9,9,5,8,9,5,9,9,9,2,2,2,2,1,6,2,2,2,198,24,2,2,7,7,9,1,1,4,2,26.235702514648,-80.099601745605
1,1,0,3,0,1,,,0,4,0,2,1,2,1,3,,,1,4,,,,,3,1,3,4,2,7,1,6,5,8,9,3,8,4,9,5,4,4,,,,,,,,,,,,,,,,,,,2,3,2,2,1,6,1,2,2,300,18,2,2,31,5,1,1,1,2,1,39.254806518555,-74.602897644043
,,0,1,1,1,0,3,1,3,0,2,1,2,1,4,,,0,4,,,,,9,4,6,2,5,3,1,7,4,,,,,,,,,,5,5,5,5,5,6,5,5,5,,,,,,,,,,2,1,2,2,2,4,2,2,2,160,19,2,2,39,3,8,1,1,5,2,40.149200439453,-75.12850189209
1,3,0,1,0,2,,,0,3,0,4,1,1,1,4,,,,,1,2,,,6,6,6,3,1,7,2,4,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,1,3,2,125,14,2,2,31,2,8,1,1,5,2,40.854904174805,-74.28589630127
,,0,1,1,3,0,4,1,1,0,2,1,4,0,3,,,1,2,,,,,6,6,6,1,5,7,3,2,4,1,3,3,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,2,3,2,2,1,4,2,2,2,230,23,2,2,41,6,8,1,1,3,4,34.203796386719,-80.995498657227
,,0,2,0,4,0,1,1,2,0,3,1,1,1,3,1,4,,,,,,,7,1,6,3,4,7,5,1,2,,,,,,,,,,5,5,8,8,7,7,7,5,3,,,,,,,,,,2,1,2,2,2,5,4,1,2,140,19,2,2,21,5,9,1,1,3,4,39.089202880859,-77.183502197266
1,1,0,2,,,0,4,1,2,0,3,1,4,,,,,0,1,,,1,3,5,1,2,5,1,3,4,6,7,,,,,,,,,,,,,,,,,,,2,7,1,8,5,4,3,1,1,2,1,2,2,1,6,2,4,1,185,23,2,2,7,5,6,1,1,4,2,41.272994995117,-72.957397460938
0,4,0,1,1,4,,,1,3,,,1,2,0,2,,,0,3,,,1,1,6,3,5,3,6,7,1,4,2,,,,,,,,,,5,5,1,5,5,5,3,4,4,,,,,,,,,,2,1,1,2,2,5,1,1,2,148,16,2,2,50,5,6,1,1,2,1,42.633102416992,-88.643699645996
,,0,1,1,4,,,0,4,0,3,,,1,2,0,2,1,1,1,3,,,5,1,4,2,5,7,6,3,1,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,2,1,2,2,2,6,4,1,2,165,14,1,1,33,3,1,1,1,1,1,42.731094360352,-75.131896972656
,,0,1,1,4,1,3,,,0,4,1,2,0,2,,,0,3,1,1,,,5,1,5,3,4,7,6,2,1,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,2,1,2,2,2,6,4,1,2,165,14,1,1,33,3,1,1,1,1,1,42.731094360352,-75.131896972656
,,0,1,1,1,1,3,1,4,0,2,0,4,,,,,0,3,1,2,,,5,1,5,4,3,7,6,2,1,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,2,1,2,2,2,6,4,1,2,165,14,1,1,33,3,1,1,1,1,1,42.731094360352,-75.131896972656
,,0,2,0,4,0,1,,,1,3,1,2,1,1,1,4,0,3,,,,,5,2,1,6,3,7,5,2,4,,,,,,,,,,3,5,8,8,9,3,4,5,3,,,,,,,,,,2,1,2,2,1,1,1,3,2,195,23,2,2,50,3,7,1,1,6,4,43.311996459961,-90.050300598145
1,2,0,4,,,1,1,0,3,0,1,1,4,,,,,0,2,1,3,,,4,2,4,6,3,7,1,5,2,7,9,3,1,5,5,5,5,4,,,,,,,,,,,,,,,,,,,2,1,1,2,2,5,2,2,2,200,20,2,2,15,6,6,1,1,4,2,40.116592407227,-85.772300720215
1,1,0,1,0,2,0,4,1,2,,,,,,,,,0,3,1,3,1,4,5,1,4,7,3,6,1,2,5,5,3,3,8,4,5,5,5,3,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,3,2,155,15,2,2,18,2,5,1,1,5,2,36.859603881836,-88.336700439453
1,4,,,0,3,0,4,0,2,,,1,1,1,2,1,3,0,1,,,,,3,3,4,5,1,7,6,2,3,,,,,,,,,,,,,,,,,,,9,6,9,1,9,9,9,9,1,2,1,2,2,2,5,4,1,2,239,19,1,2,5,3,1,1,1,1,5,32.755493164062,-117.07009887695
,,0,3,0,2,0,1,1,2,,,1,3,,,1,1,0,4,1,4,,,6,6,4,5,3,7,1,6,2,,,,,,,,,,8,8,7,7,8,5,3,5,3,,,,,,,,,,2,1,2,2,2,4,1,1,2,170,17,1,2,5,3,1,1,1,4,4,34.118896484375,-117.85070037842
1,2,,,0,3,0,2,0,4,0,1,1,1,,,1,3,,,1,4,,,8,4,4,6,2,3,7,1,5,,,,,,,,,,5,5,1,5,7,1,7,8,5,,,,,,,,,,2,1,2,2,2,4,2,5,1,125,14,2,2,39,5,6,1,1,3,4,40.797500610352,-77.902099609375
1,4,0,2,0,4,0,1,,,0,3,1,3,,,1,1,,,1,2,,,7,3,5,3,2,7,1,6,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,2,3,1,2,1,7,2,2,2,220,26,2,2,7,6,6,1,1,2,1,41.560592651367,-73.206199645996
0,3,0,2,1,4,,,1,1,0,1,1,3,0,4,1,2,,,,,,,8,6,4,7,3,1,6,5,2,,,,,,,,,,,,,,,,,,,7,6,1,1,3,5,5,1,1,2,1,2,2,2,4,2,5,1,175,17,2,2,6,6,8,1,1,3,2,38.762893676758,-104.84790039062
0,1,0,2,1,2,0,3,1,4,,,1,3,,,0,4,1,1,,,,,5,3,2,1,6,7,4,5,3,7,7,7,7,7,5,5,7,7,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,2,2,2,178,22,2,2,21,6,7,1,1,2,1,39.131698608398,-77.28800201416
,,0,3,,,0,1,1,2,0,4,1,1,1,3,,,,,1,4,0,2,6,4,2,7,4,1,6,3,5,1,2,3,1,7,5,5,5,3,,,,,,,,,,,,,,,,,,,2,1,2,2,2,3,2,3,1,140,18,2,2,33,7,9,1,1,2,1,42.08430480957,-77.027801513672
,,0,2,1,3,0,1,1,1,1,4,1,2,0,3,,,,,,,0,4,5,3,3,6,4,1,7,2,5,,,,,,,,,,,,,,,,,,,5,1,1,1,1,3,5,5,1,2,1,2,2,2,4,2,3,2,167,14,2,2,44,6,6,1,1,3,1,33.151901245117,-97.839897155762
1,4,0,3,0,4,0,2,,,0,1,1,2,,,1,1,,,1,3,,,9,5,6,7,4,5,1,3,2,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,2,3,2,3,1,209,18,2,2,11,6,7,1,1,3,2,37.751007080078,-97.821998596191
0,4,0,2,1,4,0,3,1,1,0,1,1,3,,,,,1,2,,,,,8,4,7,3,2,4,5,1,6,,,,,,,,,,5,5,1,8,5,7,4,5,6,,,,,,,,,,2,1,2,2,2,3,4,3,2,120,17,1,2,34,3,6,1,1,3,4,35.568298339844,-82.627197265625
1,3,0,3,,,0,2,0,4,0,1,1,2,1,1,,,1,4,,,,,3,2,2,3,5,7,1,6,4,,,,,,,,,,1,5,2,2,7,3,7,5,7,,,,,,,,,,2,1,2,2,2,5,5,1,2,160,15,1,2,26,2,1,1,1,6,5,37.170196533203,-93.329696655273
1,2,,,0,4,0,2,,,0,1,1,1,0,3,,,,,1,3,1,4,8,4,6,4,5,7,1,3,2,,,,,,,,,,,,,,,,,,,4,4,1,7,1,4,5,5,8,2,3,2,2,1,6,2,3,2,250,22,2,2,5,5,6,1,1,3,2,33.849197387695,-118.3883972168
1,1,0,3,0,4,0,2,1,4,,,1,3,1,2,,,0,1,,,,,6,5,4,3,6,7,1,5,2,1,2,3,1,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,2,2,2,174,17,2,2,39,5,8,1,1,4,2,40.517196655273,-78.366203308105
1,2,0,1,0,2,,,0,3,,,1,1,1,3,1,4,,,,,0,4,9,2,4,6,3,7,1,5,2,,,,,,,,,,,,,,,,,,,6,6,5,5,5,5,5,5,6,2,1,2,2,2,5,2,2,2,190,16,2,2,16,5,7,1,1,2,1,41.068695068359,-94.392700195312
1,4,0,1,,,0,4,0,2,,,1,3,1,1,,,0,3,1,2,,,5,2,4,1,5,7,2,3,6,,,,,,,,,,5,5,5,5,5,4,4,5,5,,,,,,,,,,2,1,1,2,1,5,4,1,2,220,22,1,1,32,6,1,1,1,5,2,39.847396850586,-104.94589996338
,,0,2,0,1,1,4,,,0,3,0,4,1,3,1,1,,,,,1,2,9,3,6,4,5,7,3,2,1,1,9,1,1,5,8,9,2,9,,,,,,,,,,,,,,,,,,,2,3,2,2,1,7,2,2,2,185,21,2,2,10,7,9,1,1,2,1,26.588394165039,-80.207801818848
1,3,0,3,0,4,0,2,1,2,0,1,1,1,,,,,,,,,1,4,3,3,5,6,1,7,3,2,4,,,,,,,,,,,,,,,,,,,9,9,1,1,5,3,9,3,8,2,1,2,2,1,6,1,1,2,240,24,2,2,31,5,6,1,1,4,4,40.429306030273,-74.420303344727
1,4,0,1,0,2,0,4,0,3,,,1,3,1,2,,,,,1,1,,,4,1,3,2,5,7,4,6,1,,,,,,,,,,2,5,7,2,7,7,7,5,7,,,,,,,,,,2,1,1,2,1,6,2,2,2,250,26,2,2,1,6,7,1,1,4,4,33.696502685547,-85.681999206543
,,0,4,0,2,0,1,1,3,0,3,1,1,1,4,,,,,,,1,2,4,2,1,5,3,6,7,2,4,7,9,9,7,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,4,1,2,190,25,2,2,31,6,6,1,1,3,4,40.885894775391,-74.046798706055
,,0,2,0,3,,,0,1,0,4,1,1,,,1,2,,,1,4,1,3,6,5,7,3,4,6,2,5,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,5,5,1,2,1,2,2,2,6,2,2,2,135,16,2,2,31,6,9,1,1,2,1,40.278701782227,-74.368301391602
,,0,1,0,4,,,1,4,0,2,1,3,1,2,,,,,1,1,0,3,4,1,4,3,5,6,1,7,2,7,9,3,1,9,9,5,2,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,4,1,2,175,16,1,1,7,3,2,1,1,4,4,41.35319519043,-72.038597106934
,,0,2,0,1,0,4,1,2,0,3,1,1,1,4,1,3,,,,,,,6,3,5,2,3,7,4,6,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,2,6,2,3,2,150,18,2,2,22,6,7,1,1,2,1,42.238906860352,-71.081001281738
,,0,2,0,4,0,1,1,4,0,3,1,2,1,3,,,1,1,,,,,2,1,2,3,4,7,6,5,1,,,,,,,,,,5,5,1,2,7,1,7,8,9,,,,,,,,,,2,1,2,2,2,5,5,1,2,107,13,1,1,10,2,1,1,1,2,4,27.77229309082,-82.634101867676
,,0,3,1,1,0,1,,,0,2,,,1,2,1,4,0,4,1,3,,,9,1,3,5,4,7,1,2,6,,,,,,,,,,,,,,,,,,,6,6,1,1,2,3,6,3,1,2,1,2,2,2,5,2,5,1,135,18,2,2,7,5,9,1,1,5,2,41.486801147461,-73.491096496582
,,0,3,0,2,0,1,1,1,0,4,1,2,,,,,1,3,1,4,,,6,1,1,3,5,7,2,6,4,,,,,,,,,,5,5,9,2,7,1,2,9,9,,,,,,,,,,2,1,2,2,2,6,2,2,2,179,16,2,2,38,6,6,1,1,4,4,45.404907226562,-122.79800415039
0,4,0,2,,,,,1,2,0,1,1,1,,,1,4,,,1,3,0,3,6,3,2,3,4,7,5,6,1,5,9,5,9,5,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,7,5,2,2,128,12,2,2,10,7,7,1,1,3,4,26.638595581055,-80.251197814941
,,,,0,1,0,3,1,4,0,4,,,0,2,1,1,1,3,1,2,,,6,2,5,3,2,7,6,1,4,1,9,9,1,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,2,2,2,120,17,2,2,39,5,8,1,1,4,2,40.676895141602,-74.21549987793
,,0,3,0,4,0,1,1,2,0,2,1,3,,,,,1,1,1,4,,,6,3,1,6,5,7,4,3,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,3,5,5,1,2,1,2,2,1,3,1,1,2,265,20,1,1,22,2,1,1,1,1,1,42.472793579102,-73.274398803711
1,3,0,4,0,2,,,1,1,0,3,1,4,,,,,0,1,,,1,2,8,8,4,3,2,7,1,5,6,,,,,,,,,,5,4,3,3,5,5,1,4,4,,,,,,,,,,2,1,1,2,1,5,2,2,2,200,25,2,2,47,7,9,1,14,3,4,38.320495605469,-77.41130065918
,,0,2,0,4,0,3,1,4,0,1,1,2,1,3,,,,,,,1,1,7,5,6,4,7,2,1,5,3,,,,,,,,,,,,,,,,,,,8,8,1,1,5,5,5,5,8,2,1,2,2,2,5,2,2,2,47,13,2,2,22,7,9,1,1,4,4,42.221099853516,-71.198501586914
1,2,,,1,4,0,4,1,1,0,2,,,,,0,1,1,3,,,0,3,7,4,2,6,3,5,4,7,1,6,6,5,6,2,6,5,2,6,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,2,5,1,180,24,2,2,21,2,8,1,1,4,2,39.295196533203,-76.623100280762
1,2,0,2,0,1,0,4,1,3,,,1,4,,,,,0,3,,,1,1,6,1,5,6,4,1,3,7,2,,,,,,,,,,5,5,8,8,5,3,9,5,3,,,,,,,,,,2,1,1,2,2,3,3,5,1,155,11,1,1,33,2,1,1,1,6,4,42.104507446289,-79.251998901367
1,3,0,3,0,2,0,1,1,4,1,1,,,1,2,,,0,4,,,,,3,1,1,3,6,7,4,5,2,1,9,9,1,9,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,5,1,2,155,18,1,1,33,2,1,1,1,4,2,43.466293334961,-76.238899230957
,,1,2,0,1,,,,,0,3,0,2,1,3,1,4,0,4,1,1,,,3,3,6,7,4,1,3,5,2,,,,,,,,,,8,7,8,8,8,7,8,7,8,,,,,,,,,,1,1,1,1,1,5,2,3,1,1990,13,1,1,1,2,3,1,1,1,1,33.036193847656,-96.671203613281
,,0,4,0,2,0,3,1,2,0,1,1,4,1,1,,,1,3,,,,,9,9,6,2,7,5,1,4,3,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,3,2,2,1,4,2,2,2,190,21,2,2,33,4,8,1,1,5,2,40.893402099609,-73.180397033691
1,1,0,3,0,1,,,1,4,0,2,1,3,,,1,2,0,4,,,,,4,1,1,2,5,7,6,4,3,,,,,,,,,,6,7,6,2,6,7,7,6,6,,,,,,,,,,2,1,2,2,2,5,3,1,2,114,12,2,2,19,2,1,1,1,5,4,30.755401611328,-89.913101196289
1,4,0,4,0,3,0,2,1,2,,,1,3,,,,,0,1,1,1,,,5,1,1,3,5,7,4,6,2,,,,,,,,,,,,,,,,,,,2,4,2,7,2,9,9,5,1,2,1,2,2,2,5,4,2,2,190,16,1,1,31,2,1,1,1,6,4,40.551605224609,-74.46369934082
,,0,4,0,3,0,1,1,2,0,2,1,1,1,3,1,4,,,,,,,5,2,5,4,3,6,1,7,2,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,2,3,2,2,2,4,2,2,2,138,8,2,2,23,2,8,1,1,3,1,42.252700805664,-84.288902282715
0,3,,,0,2,,,1,3,0,4,1,1,1,4,,,1,2,0,1,,,3,1,1,4,5,7,3,6,2,7,6,6,7,7,5,5,5,6,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,2,2,250,15,1,1,23,2,1,1,1,1,1,41.861892700195,-84.603797912598
1,1,0,4,0,1,0,2,,,,,1,4,1,3,1,2,0,3,,,,,6,4,4,7,2,5,1,6,3,,,,,,,,,,5,5,9,9,9,3,4,4,3,,,,,,,,,,2,1,2,2,1,5,2,3,2,275,20,2,2,23,2,6,1,4,3,2,42.289001464844,-83.368598937988
0,3,0,4,1,4,0,1,1,3,0,2,1,1,,,,,1,2,,,,,9,3,5,2,3,6,7,1,4,,,,,,,,,,4,5,4,4,4,4,4,4,4,,,,,,,,,,2,3,1,2,2,5,1,3,2,135,19,2,2,5,7,6,1,1,2,1,37.78059387207,-121.99040222168
1,3,0,2,0,3,0,4,0,1,,,1,4,,,,,,,1,2,1,1,9,1,2,6,5,7,4,3,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,5,2,115,17,1,1,36,2,1,1,1,3,2,40.381393432617,-82.499298095703
1,1,0,1,0,4,,,1,4,0,3,1,3,1,2,,,,,,,0,2,7,3,1,5,3,7,2,4,6,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,1,1,2,2,2,3,2,5,1,160,17,2,2,19,7,6,1,1,3,1,30.563201904297,-91.035003662109
0,2,,,0,4,0,1,1,2,0,3,1,3,,,1,1,1,4,,,,,9,3,2,5,6,4,1,7,3,,,,,,,,,,,,,,,,,,,2,6,1,1,2,3,5,3,8,2,1,2,2,2,3,2,4,1,140,19,2,2,36,2,6,1,1,4,2,41.134292602539,-81.855903625488
1,2,0,1,,,,,0,2,,,1,4,0,3,1,3,0,4,1,1,,,7,8,6,4,2,7,3,1,5,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,1,1,2,2,1,5,3,2,2,210,24,2,2,40,7,8,1,1,4,4,41.485107421875,-71.307502746582
,,0,2,0,4,0,1,,,0,3,1,1,1,2,1,4,,,1,3,,,6,3,1,4,5,7,3,6,2,1,6,3,1,5,5,5,5,3,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,2,3,2,300,14,2,2,18,2,1,1,1,2,1,37.953002929688,-83.198501586914
,,0,2,0,1,0,4,1,4,0,3,1,3,1,1,,,,,,,1,2,5,3,6,3,4,7,1,5,2,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,1,5,2,2,2,160,20,2,2,33,2,8,1,1,3,4,29.651596069336,-82.324798583984
,,0,4,1,3,0,3,1,2,0,1,1,4,0,2,,,1,1,,,,,6,1,6,2,5,7,4,1,3,,,,,,,,,,5,5,1,4,5,3,3,8,5,,,,,,,,,,2,1,2,2,1,4,2,4,2,225,24,2,2,33,2,9,1,1,5,2,40.597503662109,-73.997901916504
,,0,2,0,4,0,3,1,2,0,1,1,1,,,,,,,1,4,1,3,6,6,4,5,6,7,1,2,3,4,9,3,9,5,5,5,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,5,3,2,160,14,2,2,33,7,7,1,1,3,4,41.312698364258,-73.850799560547
1,2,0,3,,,1,1,1,3,0,4,1,4,0,2,,,0,1,,,,,7,8,6,5,4,7,1,3,2,,,,,,,,,,,,,,,,,,,1,6,1,1,6,1,6,5,1,2,3,2,2,1,5,2,2,2,175,21,2,2,14,7,9,1,1,2,1,41.844604492188,-87.717102050781
0,2,0,4,,,,,1,4,0,3,1,3,1,1,,,0,1,,,1,2,9,4,4,5,6,7,3,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,4,2,122,14,2,2,14,2,6,1,1,1,4,40.129104614258,-89.364097595215
0,2,,,1,4,0,4,1,1,0,1,,,0,3,1,2,,,1,3,,,6,7,5,1,4,7,2,6,3,5,5,5,8,1,5,5,5,5,,,,,,,,,,,,,,,,,,,2,2,2,2,2,5,2,3,2,165,17,2,2,33,7,5,1,1,1,1,41.14680480957,-73.831802368164
1,1,0,1,,,0,3,,,0,2,1,2,,,,,1,3,1,4,0,4,6,1,6,7,2,4,1,5,3,,,,,,,,,,6,7,6,1,7,3,2,6,6,,,,,,,,,,2,1,2,2,2,3,2,2,2,213,13,1,1,47,2,1,1,1,3,4,37.627304077148,-77.543701171875
1,2,0,2,0,4,0,1,,,0,3,1,1,,,,,,,1,3,1,4,4,1,3,4,5,7,1,6,2,7,7,3,8,7,5,5,5,7,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,4,1,2,220,16,1,2,34,2,1,1,1,3,4,36.317001342773,-76.275398254395
1,3,,,,,0,2,1,1,1,2,1,4,0,4,0,3,,,,,0,1,6,1,4,3,6,1,7,5,2,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,2,3,2,2,1,4,4,4,1,165,20,2,2,33,2,1,1,1,6,4,43.042297363281,-74.628700256348
1,2,0,3,1,4,0,2,0,4,0,1,1,1,,,1,3,,,,,,,9,1,7,6,3,1,4,2,5,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,2,1,2,2,2,3,2,4,1,128,18,2,2,5,7,9,1,14,2,1,34.174896240234,-118.61520385742
0,2,0,3,1,3,0,4,1,2,0,1,1,1,,,,,1,4,,,,,4,2,5,4,6,7,1,2,3,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,1,3,2,2,2,5,2,2,2,203,21,2,2,48,6,7,1,1,2,1,45.388397216797,-122.59449768066
1,2,0,1,,,0,4,0,3,,,,,1,4,1,3,0,2,1,1,,,4,1,2,6,4,3,7,1,5,3,3,9,7,1,4,5,2,9,,,,,,,,,,,,,,,,,,,2,2,2,2,2,5,4,5,1,120,15,1,1,19,2,1,1,1,4,4,31.28840637207,-92.388000488281
1,3,0,3,,,0,4,0,2,1,4,1,2,,,,,1,1,,,0,1,6,3,3,4,5,7,1,2,6,,,,,,,,,,9,9,9,9,9,9,9,9,9,,,,,,,,,,2,3,2,2,2,5,2,3,2,150,14,2,2,16,7,8,1,1,1,1,41.664001464844,-91.544700622559
1,3,0,1,,,0,4,1,1,0,2,,,,,0,3,1,2,,,1,4,6,5,6,3,4,7,5,2,1,,,,,,,,,,8,3,4,4,8,4,5,4,4,,,,,,,,,,2,1,2,1,1,2,2,4,1,80,10,1,2,29,2,5,1,1,5,2,36.175003051758,-115.13719940186
,,0,2,0,1,,,1,4,0,4,1,3,1,1,,,0,3,1,2,,,4,1,1,2,3,5,6,7,4,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,2,3,2,5,1,125,17,2,2,33,5,6,1,1,3,4,43.446395874023,-76.397102355957
,,0,4,,,,,1,4,0,2,,,0,3,1,3,1,2,1,1,0,1,3,1,3,1,5,7,2,6,4,5,5,5,1,5,1,5,5,1,,,,,,,,,,,,,,,,,,,2,3,1,2,2,5,2,2,2,192,16,1,1,33,2,1,1,1,1,1,42.85270690918,-74.597396850586
1,1,0,1,0,2,0,4,,,0,3,1,4,1,2,,,,,1,3,,,6,1,3,2,4,7,5,6,1,,,,,,,,,,5,5,8,5,5,5,5,5,5,,,,,,,,,,2,2,2,2,1,5,2,3,2,175,23,2,2,31,7,9,1,1,3,1,40.854904174805,-74.28589630127
